"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","RQQueenStrength","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","seedenable","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.41991521883756,4.00500059127808,66.3613376906142,26.2424071086571,12.0099793886766,"Sine",3.49723271746188,"true","true",8.57515077851713,0.158646422741469,6.85053310077637,83.5087503774234,3.02251877076924,55.4066263814378,36799.5485999598,36010.1053892937,31.0106875502737,1.25081271471875,31.0106875502737,0.311432213522494,12.6485859509557,5.87941775936633,59.1394374961965,5.55501356162131,45.4893265734427,5.69606300145388,92.809299249202,2.80025771553628,54.7965295612812,2.27412234270014,63.165417201817,11.523010651581,9.33635712368414,7.06229257397354,3.45371828181669,"07/01/1989","07/01/1989","07/14/1989","true",1.95587090472691,0.0123975772599224,1.97355963964947,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.86311128083616,2.12846521101892,16.2948259618133,61.040026973933,14.963049727492,"Cosine",2.57658253982663,"true","true",1.47032921388745,0.0273356796682347,7.84248968516476,77.6103299899541,5.15580246970057,20.162456443225,10868.4461055591,17261.9975650874,17.6066250676755,5.77564576356253,17.6066250676755,3.80898723378778,54.8146597808227,5.89324036287144,138.046570646111,5.50051916157827,66.7177371913567,5.0375824666582,85.4632318019867,7.79067653974053,125.060652568936,2.32194368052296,64.1724212095141,5.55824456503615,11.2273729592562,5.67432718351483,0.500661560799927,"07/01/1989","07/01/1989","07/14/1989","true",1.92921072035097,0.0170836353674531,5.34370659524575,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.75302388425916,1.9977227319032,42.5891005666927,78.4201021771878,5.19913244619966,"Polynomial",4.91667366027832,"true","true",5.81228545308113,0.956095313409111,9.44537904555909,80.968600209004,7.00107727758586,0.0723862324957736,63867.8859497016,82296.2020244303,5.3153682600474,5.83542384689744,5.3153682600474,2.9704015487805,45.4519576625898,0.539647795725614,11.3817959558219,4.23514186218381,9.62696968344972,3.23920429758728,66.9737221673131,8.52991253675427,32.6185160968453,1.2154162642546,71.6922884620726,7.70768617745489,5.64471687888727,5.52389960503206,6.25938818557188,"07/01/1989","07/01/1989","07/14/1989","true",1.98732244339772,0.00687162389722653,2.86663439893164,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.7574856299907,2.99736004602164,15.3428960824385,81.5524194389582,15.1997636584565,"Polynomial",1.76265547983348,"true","true",5.06540133990347,0.912841085206717,4.71938374987803,92.2536249755884,7.06824325025082,54.6913978199256,69574.1529268686,16738.8944590962,14.3430954565993,0.0209706344446167,14.3430954565993,2.06121656484902,31.0327105922624,5.43980662012473,41.8907151790336,3.68741089012474,63.4377701324411,7.07776744319126,54.6471007913351,3.12948544130195,52.5603689299896,1.08168488228694,74.4962073676288,14.4791049323976,14.5072245597839,0.0153657398186624,3.3151022833772,"07/01/1989","07/01/1989","07/14/1989","true",1.97967480472289,0.0157597959784325,4.00237652868964,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.48322064708918,4.72250387165695,22.3057765513659,64.5716643659398,4.71437935624272,"Cosine",4.77127541042864,"true","true",4.19407979026437,0.91854245511326,7.38289969787002,63.5212170117225,3.98493259213865,84.2143506033484,90361.5388878826,75776.2615829816,0.898756710323505,9.33260209716018,0.898756710323505,1.26422961894423,13.8569300528616,4.90837058052421,138.206382736098,3.10134835168719,123.709018039517,7.38773037055507,68.2645357958972,8.5465657515917,21.5390280634165,2.04970734100789,54.6097320131958,5.15939375152811,11.572120655328,8.71306871529669,2.29559224797413,"07/01/1989","07/01/1989","07/14/1989","true",1.25841500214301,0.00887598224449903,8.27315279003233,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.26282881200314,1.5663867322728,23.7036105245352,23.5216377535835,9.24777781777084,"Cosine",2.28571030683815,"true","true",1.7864408288151,0.618116300743772,1.58657854027115,81.8999867181818,8.81457994878292,53.9283857868405,23410.7293409399,67650.3591286927,17.955563799548,1.35376195245306,17.955563799548,3.96958701312542,30.9033139143139,5.322768593207,38.8963582576253,3.0617062873207,123.58371745795,3.4420746628195,76.9219105876982,6.44899848059285,29.1681469790637,0.342243273742497,78.2121106237173,9.60786488838494,7.3636786127463,0.299571631476283,5.25297111831605,"07/01/1989","07/01/1989","07/14/1989","true",1.11328846029937,0.0123212649549823,1.77160884113982,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.38926040194929,2.28166314214468,76.2284176656976,29.7977390466258,12.2360582184047,"Logarithmic",1.51025479938835,"true","true",5.48780746199191,0.506209070522338,6.63856022618711,40.4670524518464,1.42947814799845,50.4579401427291,8682.73375566842,58127.7712053892,25.6127242851537,1.94288687776332,25.6127242851537,2.42983369063586,3.64358697552234,2.48580349283293,31.0364589910023,0.0879017631523311,98.5029953182675,7.00056118685752,44.6876275353134,3.50127070818562,75.8485729293898,1.02388617955148,56.2969530746341,12.2737541329116,9.25359638174996,1.82348602218553,3.01564336987212,"07/01/1989","07/01/1989","07/14/1989","true",1.93160329759121,0.0171385421713348,1.06655307393521,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.35186368599534,2.53673550952226,84.1634106589481,88.1643156521022,10.8959666946903,"Tangent",2.20481857843697,"true","true",5.01975541748106,0.164921989656752,1.67904727905989,98.791086027161,6.61990996822715,46.9128977033503,80925.7645142084,64530.7046384248,9.14109093490988,0.950487117492594,9.14109093490988,1.58328795991838,77.917310106568,5.190678848885,124.671575298999,3.30333663476631,86.01092324825,5.06896137008443,54.28885191679,2.52658953496721,180.845793602057,0.00920272408984601,29.208919685334,7.62003067880869,13.7371915462427,8.02153602940962,0.335989056620747,"07/01/1989","07/01/1989","07/14/1989","true",1.86811814876273,0.00740063366689719,2.78673206921667,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.46758532524109,1.9803660986945,51.9925157306716,32.3660701746121,4.36261175945401,"Exponential",1.62998516298831,"true","true",8.86033105105162,0.0701187872805167,8.28319322247989,26.0615744541755,6.75414834357798,20.3099689900402,63943.7064961674,57823.9709755331,17.046279507759,3.95853836497269,17.046279507759,2.85563608072698,19.8803906561807,3.68029512092471,51.9812882062979,0.389983754139394,64.3264766433276,6.00514348624274,85.3842308744788,7.45025303910952,112.047655065544,2.43772730743513,95.283984746784,6.16620203712955,9.38522598706186,5.20325486781076,1.51536755729467,"07/01/1989","07/01/1989","07/14/1989","true",1.76102161919698,0.0188485068269074,6.3013922451064,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.65494667273015,2.80513496696949,77.3084788583219,76.6873737098649,12.075490293093,"Sine",3.0404387274757,"true","true",2.61395867168903,0.847416927642422,9.16486132633872,25.9201141862865,1.4197169393301,57.6781479939539,67135.8459198494,87537.0286837907,20.3091682296945,5.33418320898619,20.3091682296945,0.778906698338687,93.4054232435301,0.467175314202905,105.790616024751,5.51854112930596,34.8481615190394,4.89220750499517,27.6873812265694,5.5996532058809,190.24834590964,0.117312613874674,38.7540979497135,10.124212668743,5.48413402400911,9.70536108594388,9.00380279636011,"07/01/1989","07/01/1989","07/14/1989","true",1.00695247272961,0.00670562779065222,9.85953801544383,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.66200031060725,2.02927782107145,18.3726471383125,35.3147121611983,11.1001569107175,"Logarithmic",1.32072346378118,"true","true",3.34406394325197,0.134324042987078,3.90902815107256,38.7280744350238,8.9943476729095,25.2713804370414,70695.7420068989,65967.93455088,23.8887663078727,9.92275474357954,23.8887663078727,3.16150526981801,32.9821539111435,2.52135140961036,89.3516626325436,2.87876551877707,58.6176203680225,7.68852521833032,41.2213359214365,5.90872868883889,45.3874456137419,2.56717497110367,75.670840702951,9.21265022130683,8.80705397808924,3.24471599655226,7.7071133046411,"07/01/1989","07/01/1989","07/14/1989","true",1.73982313740999,0.0158087329810951,2.3581459664274,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
