"","weather_file","sim_start","sim_end","queenstrength","RQQueenStrength","fgrlifespan","drnmitesurvive","wkrmitesurvive","miteimmtype","wkrdrnratio","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.80862433090806,2.24592200154439,10.4978553317487,62.868481897749,79.4901389861479,"Sine",3.94212748855352,0.405053791031241,0.0802128046285361,1.67872694845777,0.0486275189323351,0.934686128608882,0.796337952883914,5.51288665924221,13.2016063854098,1.99661951749586
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.64061462064274,3.85427925060503,7.85303493309766,25.9125419193879,5.02789276652038,"Sine",2.48340459633619,0.896514500111807,0.0553181414026767,2.80756893382408,0.0196815272676758,0.493326966976747,0.582180469972082,4.05434172041714,28.117370554246,1.36933331661858
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.17982339207083,4.42134449165314,10.2513505918905,89.8431417066604,31.545035704039,"Tangent",1.30198214109987,1.86124504045816,0.146097555756569,3.59542195144342,0.00411039406899363,2.4429644475691,0.590031013078988,3.5592530136928,9.20455923886038,2.58250025843736
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.10607151151635,1.14365643612109,6.75218107551336,62.0637690648437,53.5465391119942,"Logarithmic",2.8727132761851,1.02869236116065,0.0158162401989102,0.426744581472594,0.0118191161192954,2.11997791002505,0.683511700294912,4.70981903746724,22.5249334657565,1.53459149831906
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.47438655188307,4.63660046597943,13.6408382812515,83.2744156708941,33.3406594814733,"Sine",1.96514209266752,1.89918850213755,0.162713809264824,3.16230816857424,0.00620464014355093,1.39594380282797,0.34980388158001,3.60588409658521,26.6796892462298,0.639654382504523
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.50139855034649,5.56409082515165,15.3788082404062,35.4887780966237,47.6474985480309,"Exponential",4.84441152121872,0.587272549259942,0.00136436177417636,0.961810006548185,0.00726828164188191,1.12896336885169,0.654068286437541,3.9576966939494,18.7446054199245,1.02757181408815
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.41506288247183,3.16991045163013,12.4836626555771,90.702712489292,1.34988676290959,"Exponential",2.4503489388153,3.6070536715351,0.0448919451329857,2.78694494931959,0.0269369821180589,0.850832475163043,0.131777612864971,2.23212153837085,19.9246863904409,1.30564847451169
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.92223960440606,2.09761203173548,4.70102804340422,65.3578898869455,80.1058624172583,"Sine",1.03450855147094,0.168895055484027,0.0207138277590275,0.981773683803622,0.0381813987507485,0.459771328559145,0.434074193914421,5.57275946624577,18.1484957819339,0.594792535132728
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.29706742824055,1.54314837907441,4.17005246225744,30.422303150408,17.635228834115,"Logarithmic",4.70381949003786,3.70170713653788,0.0834853472188115,3.24859633383807,0.015478632086888,2.1291407130193,0.832236896292306,2.75525661744177,5.3558362077456,2.18220158668701
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.86129118991084,3.0316978963092,7.71363086346537,69.1668896237388,17.3612208105624,"Tangent",1.0944642033428,0.58848546721274,0.157257655216381,0.98508274063468,0.0160651544574648,1.80892367349006,0.849078923393972,3.40546777658165,18.5820496710949,1.740323883784
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.88702491042204,1.17997106653638,15.5064171757549,7.15910124126822,85.0038815755397,"Sine",1.87148269917816,3.80730623997515,0.0466350304894149,0.585255643262062,0.0207304376759566,0.231341986404732,0.83671311379876,5.36163784284145,18.5689486458432,2.33869559578598
"12","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.87971386895515,5.8160997859668,13.3209360484034,54.9421362113208,77.1118487231433,"Cosine",2.27309194393456,2.61150722851278,0.00749761569313705,0.668558324463665,0.0245731191127561,2.97856034245342,0.152254480775446,4.23906417097896,27.1729157667141,1.32310409026686
"13","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.14867498306558,4.86323501938023,13.5006976099685,60.8147227205336,52.0335318753496,"Polynomial",4.74519736971706,2.54323218841804,0.0108844573609531,0.643770713447593,0.00995440898695961,1.2528241627384,0.437565558752976,4.69710011314601,12.3408933531027,2.60361649880651
"14","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.02328042220324,2.66056708083488,15.663997204043,51.3879962963983,50.5494684912264,"Polynomial",3.87498148716986,3.12356240798486,0.188539227889851,0.258482057671063,0.0306164010544308,1.39957779324614,0.832400761242025,4.42741145566106,12.2949412919115,1.01688846359029
"15","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.840864777565,2.89041594276205,14.60577241797,88.2943704491481,81.9874295266345,"Exponential",4.02362025808543,1.99056319121271,0.099739868240431,2.17921999178594,0.00764282717136666,2.14311519227922,0.0486643373966217,5.45249591767788,29.3914072227199,1.0102311134804
"16","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.78644878650084,4.56051314272918,15.5346189802513,75.8773356443271,39.3543562619016,"Polynomial",4.97461876552552,1.77438178325538,0.174356075143442,0.715337907127105,0.037797985074576,1.46106161321513,0.784577214019373,3.31238152272999,21.6106615739409,2.81097261575051
"17","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.2184960830491,5.77732900180854,14.2087787399068,29.6319902874529,44.2658007144928,"Cosine",1.18585233949125,2.17399704240728,0.16394199510105,1.08286841478199,0.034077004448045,2.41022077728994,0.531289657065645,3.30093481019139,7.07265322678722,2.41437639982905
