"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","RQQueenStrength","rqenable","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","seedenable","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.24061614624225,3.90504211559892,99.2438204353675,61.5325712831691,9.21597668156028,"Polynomial",5.13592997239903,"true",4.22100878506899,64.2920989212603,5.26075695757754,0.206753502171952,7.59013373963535,27.8828742536576,13948.6769816758,17337.6332868636,25.0215771158226,6.79022833805159,25.0215771158226,0.709002106450498,21.0463971132413,0.00822537811473012,37.7353326184675,2.85212053544819,55.4835625807755,5.10351455193013,88.0683024041355,9.41878044498153,93.3250499190763,2.10710519109853,36.9794592633843,10.6318857125007,6.73957301536575,2.32800632482395,7.35950639471412,"04/01/1989","04/01/1989","04/08/1989","true",1.39666981413029,0.00915279551595449,2.67179221916012,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.99118472728878,4.71436877921224,12.5745994970202,97.7710283361375,14.7176654972136,"Exponential",3.28510854532942,"true",2.48276599496603,37.9745637063971,5.69621630269103,12.3297380159458,5.6236989274621,24.2222866417265,97745.9071828345,75052.9031456369,16.7980895385379,1.65754762579524,16.7980895385379,0.233559310436249,4.74597767461091,5.79427655506879,27.9976163757965,3.04711304465309,110.799670731649,3.20713903922588,33.606761675328,9.13830673107877,51.3345903577283,0.827130924677476,78.5926554352045,5.59728499967605,12.8185386001132,9.16147830430418,8.94958868389949,"04/01/1989","04/01/1989","04/08/1989","true",1.42335249693133,0.0087079046156723,9.59293912327848,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.64558822684921,4.25361427851021,14.8174859816208,33.2171585178003,8.17691657785326,"Exponential",2.95118248928338,"true",7.32414008490741,58.9648623632654,7.82329291617498,39.319105830654,7.81081819906831,32.0694044292998,63121.7668389627,85422.3655794961,19.6175518573727,9.19570380755048,19.6175518573727,2.12459084205329,52.4797083344311,3.54360218904912,72.4136645207182,5.23069680528715,76.1948536732234,3.16371599053964,39.7717363387346,4.05211181156337,134.27753708791,0.133859431603923,26.8023104220629,11.5764688770287,13.1663108034991,8.94904982764274,0.439300767611712,"04/01/1989","04/01/1989","04/08/1989","true",1.75274956133217,0.013772528719157,9.81070529692806,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.73042568541132,2.53675361908972,79.0954398689792,61.7835367331281,12.2646002974361,"Exponential",5.63546704617329,"true",2.59099815785885,9.3559919785317,3.36924953130074,2.36536809649412,3.5803870819509,1.40684412004123,19902.6746911795,77632.1929412906,13.0468289899407,0.351712643703911,13.0468289899407,1.73642820678651,1.27771268598735,2.31799344951287,129.952610505279,0.76787541154772,145.723551115952,2.83720121141523,24.2473585344851,5.56784866363741,102.575230039656,2.57242341642268,73.4907201305032,10.6721536885016,10.1305675669573,1.48381068138406,0.82361564738676,"04/01/1989","04/01/1989","04/08/1989","true",1.46662897849455,0.00949484598543495,8.81588269677013,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.95215655048378,3.0964938569814,42.7544919541106,48.0474246665835,4.98919665906578,"Polynomial",1.31493510585278,"true",5.80826146714389,97.8634224660285,9.51784875825979,38.4458081002461,5.32955775596201,49.9551639032639,2268.49556792661,24968.5746867687,1.05105191410985,0.451861376511632,1.05105191410985,1.00594140682369,96.7030005063862,1.49658504221588,3.23873539455235,1.6153779393062,35.88901553303,2.60224508568645,77.2393994964659,4.76786962985061,174.359296984039,1.32814645743929,80.457854885608,12.2962778853253,5.58456059079617,0.470937159843743,5.56415544357151,"04/01/1989","04/01/1989","04/08/1989","true",1.52731346990913,0.00901017547096126,2.08414281322621,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.28907537995838,1.95098009519279,97.1246819011867,0.36896076053381,11.7241231864318,"Polynomial",1.08357515209354,"true",6.79582450911403,27.4564028612641,6.98601499432698,25.259528544477,3.08222114481032,20.9637480124647,81180.5266381481,59929.5063251185,32.8762502964586,7.1379995538774,32.8762502964586,3.82584995403886,56.6134319873527,2.41730328602716,128.70608442463,1.91290983650833,39.8374289274216,2.96988096069545,34.4943203032017,8.87589245897252,140.315571669489,1.12604333111085,39.8269350081682,12.7829029713757,8.04961392888799,1.02559806313366,9.2901130579412,"04/01/1989","04/01/1989","04/08/1989","true",1.12024786742404,0.00604548848490231,1.53511485341005,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.35036884783767,3.99440923891962,23.6011716304347,96.404939959757,14.333432327956,"Sine",1.46405335655436,"true",7.59293483942747,76.5135838519735,5.16610644292086,33.0257453143366,3.82887527532876,90.1529727342608,54.9456398185063,57810.6165254356,30.3920201603323,5.28612683890062,30.3920201603323,2.28087491542101,22.3762535024434,3.47894010320306,93.7245913781226,1.28425078745931,79.8538335599005,4.8905143968761,92.844154369086,8.29054404213093,64.0733041614294,2.39203433739021,74.9789452552795,10.1460105436854,10.9444044809788,7.41509231971577,0.813684004824609,"04/01/1989","04/01/1989","04/08/1989","true",1.12359035015106,0.00289458450046368,1.55711712711491,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.98090050625615,3.64238288905472,48.7012769561261,4.54866413492709,12.9404845060781,"Polynomial",1.27820462593809,"true",1.71561015024781,63.1449099932546,8.38592230551876,43.7897010329412,1.22474448755383,50.7213613070969,93084.0459816111,86364.5841000858,22.8379400839098,6.49885244011297,22.8379400839098,1.62436645012349,67.0258497120813,1.35112438956276,79.4577942229807,5.83815979538485,12.359970936086,5.21387173682451,65.6757265329361,9.09343231888488,61.316314865835,2.21416184236296,85.610578134656,7.23045648774132,11.7607517610304,4.88690551137552,7.5229647452943,"04/01/1989","04/01/1989","04/08/1989","true",1.63741944800131,0.0090755548006855,6.23835368640721,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.98445405415259,3.54416376724839,10.3267402620986,98.4275637427345,11.3753983853385,"Sine",5.32289049960673,"true",3.62831824086607,17.6644723907455,7.2789957926143,32.5367214984083,4.5577786937356,45.2696845803072,35528.2711308448,74174.5633550803,0.291498066927306,3.14369517029426,0.291498066927306,2.08775007817894,44.8779255384579,2.61670151213184,12.4994955724105,0.00334449810907245,130.874886014499,5.09861213602126,41.203876696527,5.67076289437246,155.043550482951,1.69327010633424,58.7068863213062,6.96953406557441,12.7357671223581,7.81537733273581,7.6569908298552,"04/01/1989","04/01/1989","04/08/1989","true",1.10681784735061,0.00311592463543639,2.40001922217198,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.58863948751241,3.15755254402757,45.7751749781892,7.07120059523731,13.3569723675027,"Logarithmic",5.57481935154647,"true",7.01306089200079,31.7507014643319,3.90336141875014,63.4163268079311,8.38239658810198,95.6102727305228,29931.4455581405,93920.8904277484,13.2089725936763,3.68659132848564,13.2089725936763,3.88269886001945,96.8109254725277,4.81178794568405,34.5698535908014,2.1899278848432,113.167579227593,2.66087046619505,71.8186583556235,7.8257546461653,172.712888401002,1.47266358300112,55.2916001901031,5.63154516974464,14.3279239418916,8.57212104834616,8.83496398804709,"04/01/1989","04/01/1989","04/08/1989","true",1.85553396027535,0.00352461680513807,2.71491862810217,"04/01/1989","04/08/1989","04/01/1989","04/08/1989"
