"","weather_file","sim_start","sim_end","foliar_true","foliar_appdate","foliar_begin","foliar_end","da2","wa2","db2","wb2","dl2","wl2","de2","we2","qs2","fl2","wd2","as2","aL2","asc2","aLc2","ls2","lL2","kow2","koc2","hl2","ar2"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",627.616951009259,66.1777630448341,283.994649304077,7145.2876329422,105.375483864918,9181.56857136637,800.114948069677,2749.15478308685,1.81618235912174,4.82346871960908,3.46696948539466,3.2998305024812,0.103991246083751,2.8189249707805,0.0208270087488927,1.14257804621011,0.0409217666136101,5.18807661160827,19.2674674396403,1.42603037625086,4.33790980605409
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",679.181361105293,6603.97138632834,718.171926448122,5664.98591937125,465.429427335039,391.307987738401,591.21245960705,457.638939842582,1.90058493777178,5.97998865414411,3.14111789688468,1.2072152213403,0.0121990658342838,0.218617150832433,0.0225858817924745,0.682675555022433,0.329765731072985,5.76937715895474,20.8509610628244,0.848555558291264,4.97393449302763
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",889.590366976336,6408.54945033789,306.576672708616,4691.15190021694,882.485574809834,8635.0506474264,575.369715690613,870.361040579155,2.02508369134739,15.198881960474,4.54846710339189,2.92324031781871,0.180574252363294,3.04663195965579,0.031103512016125,2.11650948701426,0.415318549610674,2.78499894402921,19.8083631123882,2.73958826430608,9.97993954923004
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",9.90055385045707,7166.35955870152,162.655459018424,1676.04782246053,230.539930518717,9944.48036653921,390.023819403723,4192.02499557287,5.72012303303927,15.0050871232525,4.54430539626628,3.47550046197837,0.0965689979959279,1.44878875211813,0.0154904631781392,3.08604072355665,0.814563827379607,4.4957132851705,23.7891436566133,1.79847391592339,0.99895283812657
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",60.5868468992412,7658.35681185126,56.0859388206154,3688.94951604307,694.215758703649,4188.27038723975,744.505346752703,3487.90900316089,4.18178354064003,15.3746972102672,1.08654586039484,2.5591726679611,0.0571415532380342,0.122205552400555,0.0214904593769461,2.04572362448089,0.705234747449867,2.95165863726288,14.3591924582142,0.003324059327133,3.572925447952
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",275.600499939173,3864.01827074587,820.912958588451,3151.85653045774,461.63976774551,9672.39831807092,233.564310474321,2020.25863691233,2.21554619632661,7.93821137212217,4.97057293727994,3.19268600330455,0.167991456342861,1.91551310527604,0.0477370789158158,0.403582323389128,0.420862177340314,4.55496876686811,18.8869780988898,0.525738041847944,1.90074832411483
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",111.537276068702,2214.26865831017,228.786427760497,80.9014905244112,17.7520716097206,8205.67842572927,988.472336670384,1440.36191399209,5.93633291916922,5.66801953781396,3.42271506227553,2.29567312781699,0.132376056862995,2.65464877378196,0.0146272968500853,1.99720936832018,0.168344427994452,4.75827603414655,10.135560547933,1.3990378451068,8.29693523235619
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",469.443555688486,4814.53328579664,443.495130864903,7215.08749946952,586.291713872924,6019.93929361925,576.559921726584,2329.19814414345,5.55291545251384,11.2162031251937,3.33249541372061,0.802022869074717,0.167510722903535,1.9642410329869,0.0343048449023627,2.91144824787043,0.0375710649881512,3.16190545633435,23.9105209952686,1.94689629930072,9.73682128591463
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",395.743145141751,7881.15728273988,509.670819155872,5798.72782342136,463.469032198191,5982.52115305513,171.301448717713,627.942251740023,3.17561097233556,8.64768501278013,2.1007575513795,2.64544993436895,0.0206947377882898,2.6934747033217,0.0214869967894629,2.949427183019,0.376303244149312,5.90702047012746,18.0323855322786,2.23732207952999,7.67512829741463
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",949.121069163084,6400.5083963275,848.685780540109,3411.52554750443,384.489190997556,9562.5975029543,957.740700570866,3491.74544331618,1.08970968192443,6.05349761247635,3.25636888109148,1.41855147886556,0.102912944369018,3.32642289304174,0.0221904604230076,2.81133091612719,0.32976398805622,3.35491847246885,6.14482530625537,1.80458978835959,9.08171722432598
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",520.063795614988,4991.40592291951,977.582580875605,5392.68499985337,450.307066785172,9327.26088212803,817.454789765179,4369.38712955453,2.37485623708926,7.01452084258199,3.53770312014967,2.7363635215885,0.192978871008381,3.30362754733069,0.0373951269313693,0.8172756572254,0.747555603948422,2.63823723141104,26.3343564246316,1.03314710552804,0.766413677483797
"12","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",397.053676657379,3897.33728393912,495.870373910293,1274.20322783291,761.8811680004,1179.47093676776,929.992034332827,4421.12475633621,2.24894777662121,14.1671756608412,2.46776019223034,1.21964374104515,0.141333648608997,1.36590787247289,0.0246587858651765,0.936828071298078,0.577078759227879,2.21020900644362,12.5571669498459,1.33046732060611,7.68116232240573
