"","weather_file","sim_start","sim_end","foliar_true","foliar_appdate","foliar_begin","foliar_end","drnadults","wkradults","drnbrood","wkrbrood","drnlarv","wkrlarv","drneggs","wkreggs","queenstrength","fgrlifespan","wkrdrnratio","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",962.579332990572,4973.40381704271,157.900981372222,4975.51646083593,983.743989141658,6544.6770330891,642.730168066919,3520.25241358206,2.74193315324374,10.2725501265377,4.93893516901881,3.05837998301256,0.199343244777992,2.15100934392074,0.0107307657017373,3.20850588795729,0.0401653673266992,3.23606674000621,7.74213147931732,2.32088586741593,7.85443117143586
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",764.837539289147,3617.46495962143,0.676132272928953,5144.05222423375,850.311808520928,2271.5359274298,322.516076266766,4485.19039084204,4.1658084038645,9.3045311588794,3.26330003142357,1.23600277106278,0.163595655700192,1.64527891670354,0.0440284526790492,1.15284789130092,0.687164182076231,5.71595003921539,18.7227998464368,0.969453809806146,5.87883902015164
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",355.520609533414,6529.83697503805,270.718130515888,3762.11561076343,618.134175427258,4727.98546543345,356.210007332265,469.639139482751,5.39833136741072,7.23035163059831,4.54196935892105,3.75940886529861,0.171825230913237,1.91183680613525,0.0385477292584255,1.15353560056537,0.648556152451783,5.49373781587929,9.51183337718248,0.452616128162481,8.10824731364846
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",314.875771990046,2636.40256971121,870.262460783124,2610.76408438385,462.162784533575,1269.87255178392,30.7796157430857,743.839426431805,1.64466786920093,14.5200918857008,3.4576333379373,3.38081481190631,0.0863297202624381,2.7920038265828,0.0165844482718967,1.47035505082458,0.140182509273291,3.54890924692154,28.9493609289639,2.0775325008668,4.99221081612632
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",134.11295809783,4681.30138143897,446.294655092061,1473.79092313349,842.869147192687,4877.48865038157,714.150944724679,4883.70325183496,1.38138862233609,13.982504083775,4.43885237630457,2.18441972882487,0.155369793204591,1.41875615885016,0.00496769037563354,0.0791218512691557,0.452286191121675,3.13397248648107,20.8675370796118,2.64787664797623,3.87974825687706
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",229.745888384059,3397.83661440015,308.923565782607,2552.55627445877,782.520088599995,2379.61613107473,815.565353259444,673.296973109245,5.45843506371602,6.10517076589167,3.46777830366045,1.99048689830583,0.0782811483368278,3.52274626788916,0.00573737323284149,3.24913770221174,0.810570645541884,3.57031922321767,9.56066949991509,0.285510314372368,8.6161727947183
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",18.2779119350016,5925.93382112682,964.959008619189,64.7322311997414,375.887143425643,77.5607069954276,429.930681129918,3921.2146657519,2.67596150538884,11.1255727354437,4.02625017054379,1.48445301055675,0.169426474906504,1.26427972617326,0.00200423178030178,3.32825706144795,0.378125245892443,2.7367582526058,9.7747524396982,1.83696075784974,1.70651372754946
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",333.286228356883,228.371815755963,635.047452058643,1296.68029770255,871.052084956318,9910.10769968852,262.703067157418,965.358418179676,1.3692386043258,5.60254501923919,2.43906483333558,1.44762735095574,0.0951619960833341,1.42322303818306,0.0307067684014328,0.24865018511191,0.882262529362924,3.86023310944438,19.3363489944022,0.533163388702087,2.64041606336832
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",974.151057656854,6223.5610447824,453.867947682738,140.3738129884,847.661317093298,3960.26668837294,587.150434963405,3330.6482329499,2.06384632992558,10.2376947058365,1.89512465428561,3.5998783985828,0.0238379489164799,1.42246965281898,0.0487973989569582,0.874784009391442,0.202279769768938,3.03062937688082,24.1566502733622,2.88177414850797,6.22645975789055
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990","true","06/07/1989","06/05/1989","06/28/1989",966.127050574869,6506.39940798283,597.205956000835,2482.23471082747,572.116120485589,8791.36367468163,565.007523167878,2431.04506400414,5.08358402783051,11.955352765508,1.69819484092295,3.84798383674119,0.0720870363060385,3.8005096938042,0.00659863791661337,0.447285056859255,0.538556149997748,3.13549544569105,22.9617154120933,0.861942835361697,4.54336991766468
