"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","RQQueenStrength","rqenable","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliarenable","soilp","soilfoc"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.491084538633,2.89695370011032,50.9152377955616,88.1444203201681,9.79164926707745,"Tangent",3.43443493149243,"true",1.56694326177239,25.0702179367228,1.03973061288707,18.2176590571001,5.95835530199111,99.7733333928869,2997.42309430002,12499.6004512361,28.1614398820093,3.0072531668148,28.1614398820093,3.80843053106219,10.9842992853373,3.76129159843549,41.278486372903,4.45911439368501,7.80240513850003,2.55924129700288,66.9704411551356,5.43444692776538,132.501076110639,0.211404303554446,75.593961905688,12.0252166129649,11.6121425712481,2.5411411980167,3.05211713304743,"true",1.03198015573435,0.0191097180156503
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.09285614476539,4.00507157016546,95.2029240084812,27.9331674566492,14.8752381941304,"Cosine",2.76965896622278,"true",3.33587542176247,96.4806550546144,9.38155039399862,68.0514991263361,4.34855674766004,63.9077013283796,74427.278289432,20513.3263861705,33.4819157894468,0.458119934458286,33.4819157894468,3.20369804464281,16.1525596631691,1.8944390960969,118.48383655306,3.90290972404182,9.17594191851094,3.99463062575087,77.1215664222836,7.38130961279385,53.5591029096395,0.7772129222285,81.3455860503018,14.7427720739506,6.30980509798974,9.69116100575775,3.59490861883387,"true",1.76722108828835,0.00359657467063516
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.39249405893497,4.47636794857681,5.80264357849956,69.9387000640854,13.3522638110444,"Exponential",1.47607464715838,"true",7.90714661963284,62.8516785158343,6.71405438310467,84.3468994605988,1.60572274774313,71.1771499003202,67650.286432844,22372.6878643525,1.80052500439342,9.78428879904584,1.80052500439342,0.914162905886769,98.9060105988756,2.89270518533885,134.006074781064,0.325542250648141,9.49976246338338,4.65483156852424,59.6308631636202,7.9877462942386,36.9906849320978,1.35131519730203,78.0187697336078,11.2151418579742,13.5547239356674,5.20817955257371,5.14916680986062,"true",1.44519066950306,0.00685977991041727
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.02019121265039,2.16261812858284,80.6168101960793,31.7256008274853,12.0273519335315,"Tangent",1.22415440646,"true",6.71415825374424,55.1048862630816,2.7564107272774,26.7365885365356,8.55658991634846,45.5203062175843,58590.7315335114,20897.2697775736,6.62142748124897,1.90395335511165,6.62142748124897,3.11908305529505,67.9543203208596,2.29132732003927,101.226229313761,3.43172139488161,98.6470404546708,4.17543125832453,43.4737171977758,9.26046164608561,87.7100886311382,0.698097163578495,80.0182616524398,8.50330664310604,11.6695510875434,6.57808422809467,9.46733953431249,"true",1.76466776803136,0.00776682202634402
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.4861238701269,4.08092698268592,52.2500636987388,74.1183798527345,9.72493934538215,"Logarithmic",3.37104215426371,"true",2.83679006062448,83.1769669081538,5.33085561846383,42.7341207571749,1.50405166484416,54.2419435254331,47479.4782366125,55344.6365875271,14.2732283748919,1.6833931213913,14.2732283748919,0.760068193078041,7.15225150343031,1.79593628039584,38.9406026573852,5.37850628374144,74.1803217795677,8.19597459379584,31.7803847976029,2.58334067699034,165.30964337755,1.3688011332415,52.6131525076926,12.8808646718971,11.512736028526,2.93717805529013,3.76408548559994,"true",1.09786963229999,0.00498751986329444
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.84487511054613,4.25794900208712,8.65874814335257,97.3751065786928,8.73237623460591,"Logarithmic",1.09476718842052,"true",7.84777469187975,42.8312994077681,4.45479053817689,82.4903910140274,1.17215522564948,72.1000995262489,72813.0635984012,52256.2048632868,12.0605027718702,1.52600968142971,12.0605027718702,2.16653143893927,31.4855048898607,3.71430020174012,119.088712928351,0.827234489377588,53.9987055701204,3.55000790888444,79.5172346197069,4.88182708383538,28.9539634529501,2.46588817471638,20.7861063629389,12.5506725744344,8.00107359886169,8.78214373486117,3.104514318984,"true",1.8732271771878,0.00250539922853932
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.37925421423279,3.85917199030519,74.5786969549954,1.80630455724895,14.4867516756058,"Sine",5.11356194643304,"true",7.3904689271003,54.4275605215097,6.94521562592126,68.1304580997885,3.52052742987871,62.0766205510667,53288.6566972293,70938.1773388621,29.2110932620242,1.45484095320874,29.2110932620242,2.40649448521435,98.5514717409387,5.81149010779336,11.1969424062409,3.184831910301,97.889430297073,8.01421787524596,28.9229646883905,6.44040649873205,69.0128751611337,0.278670240193605,97.6112802326679,12.0984958251938,14.9967395234853,3.59158758772537,4.01285611791536,"true",1.51300134556368,0.00141358322277665
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.46541830897331,2.74988231062889,13.3235802873969,6.22755773365498,15.0951377311721,"Cosine",2.26444806810468,"true",2.62328470498323,98.6041962983813,7.56452627759427,3.70681202092441,8.35322205163538,4.07000547346985,9927.21996409081,20462.0325155214,17.6419607863529,4.07124609571789,17.6419607863529,0.789529743604362,30.9270810103044,1.15860920632258,13.815677119419,0.255566318985075,71.4031431823969,3.11295464010909,54.041420891881,6.31104535977356,191.708780010231,1.09577257465571,73.3271913230419,13.4778941725381,5.1963178627193,0.691646905615926,7.92294243583456,"true",1.97492700256407,0.0143384157302789
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.44589015259407,1.03909907955676,42.5369062460959,13.1176965544,6.90462813526392,"Tangent",3.05542664276436,"true",5.20687402784824,64.1970323028814,1.38362320628949,98.3876651502091,1.29582409188151,68.5610757221046,80561.9242015739,39932.5480226467,17.9188759332523,1.49056349663599,17.9188759332523,1.38401670567691,27.1014995640144,0.966681183781475,133.836973202415,4.77019594190642,93.7979927868582,5.54986045397818,40.278265979141,2.27662452780642,161.635641939938,2.99515244015492,51.4471310935915,12.765176713001,10.6380289490335,9.44328284822404,6.54482759069651,"true",1.40974631975405,0.00905574386077933
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.88625731598586,2.63976241461933,66.1639133002609,32.5057781534269,9.89396892208606,"Polynomial",4.41134161455557,"true",2.93069962225854,63.5149499486755,9.3204134250991,78.6177096123721,2.1024691555649,65.4166443642853,89352.7221104529,23058.2150997466,19.4537518277066,2.10962646374293,19.4537518277066,2.05038537457585,0.505982129834592,0.0611340450122952,120.801610790659,3.65136275812984,105.681774811819,5.70963909318671,43.8669987767935,2.42262823660858,84.9613342201337,2.90502657042816,60.8878384903073,13.2362349587493,9.17745950398967,1.38013293035328,7.11692870827392,"true",1.41880028625019,0.00586696861102246
