"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliarenable","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.19646782148629,1.17172001022846,8.01518494263291,79.4178897980601,6.05339095555246,0.499782524770126,"Logarithmic",53.3715272322297,79.7681079711765,3944.44040418603,1515.56944800541,1.93607955705374,3.29112317878753,2.32317444169894,0.635072326986119,9.46998921921477,8.06693627499044,2.79598398832604,"true","true",7.3171523027122,0.56880221800087,5.14017543499358,28.7050750628884,1.21740376204252,60.7628394011566,97745.5606144561,24327.2288826464,30.6973124492215,9.28333534298232,30.6973124492215,3.84326005727053,46.222958038561,4.59643692802638,86.4079078193754,5.84405930293724,31.3880301313475,2.68111337283626,92.8234825842083,6.79263778233435,102.827946264297,1.26215830701403,62.3788682371378,11.0628053401597,39.25693797227,11.9251704569906,93.2503261696547,"true","07/01/1989","07/01/1989","07/31/1989",1.62959478562698,0.00828772258292884,4.71357057942078,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.58496029023081,3.79890125244856,91.3669508416206,55.6771859293804,5.47292415052652,0.765972258755937,"Tangent",299.896740354598,72.7506018942222,7703.85551610962,7668.90160890762,4.90619371086359,8.5151338763535,9.1050348430872,1.16795897716656,7.41550925187767,7.98324267147109,3.11579072498716,"true","true",8.11461768113077,0.92107886262401,4.66845472366549,83.3848426171374,8.47038404643536,1.10961020746594,59844.8454743506,37840.5142008057,10.4926504898351,6.18285558303003,10.4926504898351,3.48911262210459,29.771198797971,1.49216624116525,34.7926364745945,0.1812625201419,136.318528500851,6.0609181647189,36.8667032383382,4.84062173226848,144.01084813755,0.82922228006646,51.3650719448924,18.5682083577849,17.7974065551534,15.063034712337,62.251187581569,"true","07/01/1989","07/01/1989","07/31/1989",1.18223056197166,0.0188793199476786,9.66065027448349,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.91212134994566,1.21464038453996,92.9322660434991,55.9545129537582,8.08094819542021,0.220119206234813,"Cosine",52.7855998370796,79.2685690801591,5425.26888861321,7584.05291195959,1.69110648427159,9.47874459670857,8.82153438171372,2.18332731514238,0.967879486270249,9.21743910061195,3.5076166887302,"true","true",2.76893061771989,0.0779210169194266,2.77813428384252,43.0502463825403,1.21578791923821,9.83379810294369,36460.2513588306,39707.9491405194,28.2456103602424,8.17568307195697,28.2456103602424,3.26953796297312,99.9459395883605,3.79613245278597,108.132623811252,5.60241743316874,100.57213017717,2.78966596191749,49.7297128662467,8.79602267488372,79.6482320455834,2.87398103973828,42.6997447572649,16.3612204226665,29.1779848150909,4.50448445323855,79.8986790957861,"true","07/01/1989","07/01/1989","07/31/1989",1.59788110968657,0.0174233945610467,2.97208321047947,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.02833628002554,2.69437795877457,94.7226824006066,70.653899316676,11.4692070055753,0.806012845365331,"Cosine",639.291883446276,2.5381721323356,5271.07040660921,6906.95359793026,4.55266303382814,8.21912857005373,3.05039699655026,4.25307442434132,3.69228467578068,5.83286431152374,4.08824278390966,"true","true",6.65785322152078,0.633572573117912,7.7662529356312,36.681900084689,8.00034281425178,81.1298257382396,58136.5056057078,95043.803581303,15.3715898984112,6.88978150306945,15.3715898984112,3.99981883447617,83.2625102484599,1.37254647770897,91.587435035035,5.5712503795512,130.70909937378,6.23178497217596,98.4297108091414,6.17684738244861,170.161082101986,1.54725682782009,87.4680403620005,20.9819890279323,42.7681099716574,15.2145570302382,84.8679268709384,"true","07/01/1989","07/01/1989","07/31/1989",1.0981856584549,0.00440025350451469,1.90704306890257,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.95535910502076,4.35956753045321,11.7202442372218,35.4461418930441,9.52845350652933,0.210170636652038,"Cosine",973.804813344032,32.8837165609002,3821.755539882,1560.10485901497,4.05481282807887,0.341416173614562,1.72475164523348,4.44392345845699,9.90088506601751,6.25352632021531,0.0769415439572185,"true","true",8.33057493716478,0.583052448385162,5.44296315847896,9.00524252423947,8.43920082598925,60.8944762698959,32861.1530447188,16856.2121536133,32.7828310040291,8.30554579741368,32.7828310040291,1.47432511672378,4.80045033618808,3.04694294650108,7.64263827586547,5.40041993418708,84.2342607211322,3.27509768847376,46.3890077546239,8.75826749275438,64.3192662065849,0.171210754662752,59.3764122202992,25.6776780118234,39.3518221592531,11.9562073452398,30.1577189099044,"true","07/01/1989","07/01/1989","07/31/1989",1.35693836701103,0.0118565098657273,1.42658194154501,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.51682828180492,4.70068708900362,54.2760478332639,75.8759962627664,9.33966718055308,0.88562842970714,"Cosine",213.721828069538,26.9801708171144,562.152179982513,153.002601675689,2.74264343176037,9.60906822234392,2.01696578180417,2.68018844653852,0.927402277011424,8.55833559529856,2.46847214177251,"true","true",6.59568963572383,0.994839187178295,6.15669288788922,21.142053431106,4.03671205043793,25.2296993490481,84050.5229891857,44310.8002554707,15.4850596007193,2.37268630739069,15.4850596007193,1.95354456454515,5.72472636122257,4.97394036222249,43.8883119262755,5.46787640685216,39.2289112787694,4.69068005895242,97.3780462890863,6.29937705970369,186.305814152583,2.25220405706204,88.2667828910053,6.38469542004168,13.2389401281253,12.8361389981583,36.0264748544432,"true","07/01/1989","07/01/1989","07/31/1989",1.32292996160686,0.00333091333834454,7.27503308653831,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.26320540718734,2.21566739305854,87.2941668378189,75.6523173302412,14.4868672564626,0.166017769370228,"Logarithmic",277.386569418013,0.558280083350837,6192.90646221489,7667.58494202513,2.83509723562747,7.19110837439075,2.25548247573897,2.35937783145346,3.34445522166789,6.28659121226519,1.8472650309559,"true","true",8.3331265989691,0.894822422517929,7.7873809474986,3.43997850148403,7.46702510118484,91.8703242834669,88981.7119185625,40768.9752472988,34.2946516122902,9.10276027397905,34.2946516122902,1.0655002547428,70.6756464671344,0.399620067793876,97.8609554702416,2.170261410065,39.9807621259242,7.49246023204178,22.3547838442028,8.29553490402177,122.093208562583,1.46170059009455,56.2828669324517,5.91982988966629,8.90250507742167,12.3261997811496,46.2460656533949,"true","07/01/1989","07/01/1989","07/31/1989",1.07840534276329,0.00851862070639618,2.11761978664435,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.42256557568908,2.05284758191556,87.6114514656365,85.5175806907937,8.05927765648812,0.0165899225976318,"Sine",815.430035116151,34.3058539321646,5710.91176827904,7690.44708153233,3.7552363788709,7.57786276750267,6.43055589636788,4.71090418519452,8.43709089560434,2.3263814416714,1.56137992977165,"true","true",3.48088568821549,0.46803702242719,2.99991350318305,74.8633317003211,7.82958177477121,56.7008121648231,63178.0938047194,99592.4807160615,5.79026751152705,0.811101628117962,5.79026751152705,2.30617763195187,35.783383436501,2.64577964739874,55.227470677346,0.499678791034967,29.3503284570761,4.86627383371815,22.3395463079214,8.4788803687552,39.7886629914865,2.40316832601093,20.2573146484792,23.3700860366225,6.29992912709713,9.48708520736545,81.2119859224185,"true","07/01/1989","07/01/1989","07/31/1989",1.28345760866068,0.00995278377411887,2.23983372258954,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.3827097248286,2.50591116864234,8.24806422460824,56.9951506797224,14.3765513552353,0.00146225746721029,"Cosine",506.258693058044,64.1623007133603,743.601133162156,1127.77980954852,2.70780737604946,5.92030961764976,3.15101304557174,3.41881559113972,7.74291662266478,2.69297692691907,3.58492473955266,"true","true",8.52001887559891,0.970958299937192,1.04163863370195,20.0931269229357,6.02366442792118,46.9189473745993,24010.2956158418,466.701869236538,15.2223413293716,2.78650423574448,15.2223413293716,1.07196115422994,69.7463324991986,1.7062931698747,113.185598538257,0.823288735002279,80.564547108952,5.30201775282621,28.4079413861036,8.78941583393607,161.596228261478,1.08688470628113,47.2873080894351,6.3128057140857,33.4115352397785,12.0503582516685,65.5916252243333,"true","07/01/1989","07/01/1989","07/31/1989",1.27298286487348,0.00446317775011994,2.54643764696084,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.40900948364288,1.8984535112977,83.6438647704199,22.5979779148474,6.53400335181504,0.35959165263921,"Sine",250.074119539931,2.44997392874211,7275.33879410475,1296.74078356475,4.0513600371778,7.58671212708578,3.44504859065637,3.42323202406988,0.571062406525016,7.65719093615189,1.46034776698798,"true","true",8.86211334168911,0.327695795331849,1.77902653836645,4.03076945531298,7.27132841013372,89.0973258928792,96661.6669981282,50208.2409479546,13.5510683463421,9.3406159504354,13.5510683463421,1.37282895669341,45.8446776261553,0.790054994635284,70.3590394696221,2.90613161120564,129.996543063316,2.716973241698,40.868732444942,5.5659355544718,169.016142669134,2.2274407048244,99.4440678693354,9.09447234449908,33.9363027717918,8.49227329902351,74.3378114746884,"true","07/01/1989","07/01/1989","07/31/1989",1.5728064684663,0.00937075877888128,4.77321877982467,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
