"","weather_file","sim_start","sim_end","queenstrength","RQQueenStrength","fgrlifespan","drnmitesurvive","wkrmitesurvive","miteimmtype","wkrdrnratio","rqenable","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","foliarenable","apprate"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.02411142853089,4.35355402203277,8.11056048143655,53.8283499889076,86.7449459154159,"Exponential",1.49308156128973,"true",2.37704890024848,0.0830982349812985,2.30138491893187,0.0275763294077478,2.99423509906046,0.429841065010987,3.26342058274895,9.36806305660866,1.20745601509698,"true",5.1561614475213
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.43720841757022,3.64339326764457,14.4950176738203,21.3596451329067,37.8637791378424,"Logarithmic",4.95802306383848,"true",3.87481322686421,0.154520835727453,2.34320241927635,0.0242308111162856,3.27025225562975,0.398067961935885,5.49562634900212,14.7193684894592,2.80112843643874,"true",9.67269135639071
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.71750418236479,1.64677899121307,15.8994628209621,9.64292839635164,51.0668781353161,"Cosine",3.54015508666635,"true",1.117313207353,0.0424096410628408,0.830307482939679,0.0430963085615076,0.15477255792357,0.488825861667283,2.71115254145116,15.8803079347126,2.07234136005864,"true",9.80966451810673
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.13049032608978,3.52477393252775,11.4941158145666,5.37649015896022,43.1959124282002,"Logarithmic",2.30554536450654,"true",0.879421055016574,0.0460238580591977,2.62205965807429,0.0336038096575066,1.68855643984862,0.328333468968049,2.72111694514751,18.9343779941555,0.616722144931555,"true",6.22029510792345
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.46677943202667,2.73670235904865,10.5930230775848,32.8702336410061,6.54937634244561,"Polynomial",2.16070727817714,"true",3.79449148571352,0.0272086201701313,0.161666292948648,0.00849171326262876,2.00718966023996,0.641260345070623,3.56980373710394,17.0137938531116,1.20835227316711,"true",7.48054235707968
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.76296345004812,4.24989135144278,15.2597969863564,62.8287971252576,23.4953545499593,"Sine",3.25903851538897,"true",1.60260910312878,0.145572017133236,1.83361304672202,0.0143487076973543,2.5449324470479,0.120713251526468,2.23012845776975,5.34175298060291,1.20918331078719,"true",3.26113492716104
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.28101276769303,1.08746940409765,6.81237264536321,34.3615383142605,26.7750926781446,"Logarithmic",1.63143649697304,"true",1.86839483730029,0.0351027333177626,2.54336611230858,0.0174469865858555,1.71371794710867,0.338837359892204,4.69518531672657,21.9236097834073,1.93318788208999,"true",7.9140994604677
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.18938959529623,2.63960582343861,6.54365036077797,95.7899660104886,74.7230269713327,"Exponential",4.78462369926274,"true",0.623973593513947,0.113418561080471,0.923583560753614,0.00903860339894891,0.764177804393694,0.679547589621507,2.74864090792835,9.68215447035618,2.63171187762637,"true",3.14746263436973
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.22429690230638,2.21447355952114,6.28837707452476,79.275771859102,21.8658854020759,"Cosine",2.49078057892621,"true",3.14542201585835,0.18029728801921,0.193411718616262,0.0237316082697362,2.62534514288418,0.0517439307644963,5.79133901372552,27.7143464784604,0.549971192190424,"true",5.05860302597284
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.00997304730117,3.30891659972258,14.3451644247398,73.7239900045097,64.0888550784439,"Exponential",3.87918680999428,"true",3.66029664820991,0.16832575481385,1.32930076188175,0.0252253520186059,0.465449754940346,0.130322028952651,4.99485173542053,6.71474617091008,1.86777867672499,"true",7.30027621611953
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.09707647445612,2.79667763761245,13.426512606442,96.6859969776124,44.8544540442526,"Sine",3.61917252279818,"true",1.13978424919071,0.116483140317723,3.23652491797227,0.0011954833753407,2.33387886951677,0.681028173398227,3.52525244001299,26.7972390644718,2.6649080137955,"true",2.37984499894083
"12","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.60341673367657,4.17851988831535,6.76319964881986,6.71955146826804,92.7645438816398,"Exponential",4.07575924973935,"true",1.55790197759634,0.0705915910191834,3.82927081396105,0.0468346901587211,3.23164514689706,0.185203792434186,3.38877567276359,19.2112362082116,1.22982109612785,"true",3.64281557267532
"13","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.65937823429704,1.05557274096645,4.69363771378994,37.433026288636,18.2607091963291,"Sine",1.59376899618655,"true",2.85077856240096,0.197328433627263,2.08704947851365,0.0138933024252765,1.67971316329204,0.808158152131364,5.69983291905373,29.5562499971129,2.08238792310003,"true",8.60628939699382
"14","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.5028960625641,4.20031221723184,9.28106105607003,40.7719856593758,86.4377912133932,"Cosine",3.01150765456259,"true",1.65742632351816,0.0169252674560994,0.181384081179276,0.00613331565400586,1.49709332543425,0.444265657989308,2.77096022386104,16.6127571091056,0.43503783303313,"true",5.65169677371159
"15","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.25744308531284,1.14104086789303,8.37942880112678,81.6219484433532,78.5017241491005,"Logarithmic",1.47051962278783,"true",1.9131063476298,0.169056285312399,0.502003366181161,0.0368164871586487,1.28357571312226,0.411614221567288,3.23097706399858,22.2405819757842,0.0244982197880745,"true",7.82154164277017
"16","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.47755301371217,1.66852488671429,7.1217788271606,51.214800728485,69.6210054447874,"Cosine",1.62825637403876,"true",3.42511303498177,0.141262683039531,3.17629765315913,0.035773735109251,0.559975013835356,0.579830143670552,3.2357861539349,21.9412352610379,0.74196506368462,"true",7.86956029012799
"17","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.08362139109522,5.07896603574045,8.40047019720078,18.9090158091858,34.3223449308425,"Polynomial",3.83195810951293,"true",2.7769203149993,0.127679967414588,0.952367740441114,0.0277763495338149,1.14769050246105,0.0174727745354176,5.6855350472033,5.80504030338489,0.592826282349415,"true",0.807895467150956
"18","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.3863706511911,5.40506182261743,7.88631859049201,32.8378421487287,2.74951383471489,"Logarithmic",1.84185411129147,"true",1.98299184993608,0.140913811465725,0.175446555367671,0.0262071392964572,1.50334548936225,0.431498378701508,4.04795570950955,6.93868437199853,0.330701681226492,"true",3.01841490203515
"19","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.78413218166679,2.12471850356087,8.03597941063344,39.5709076197818,20.6272524548694,"Exponential",4.47028536442667,"true",3.58779948683688,0.185961906518787,2.43260992203606,0.00948443764355034,1.41187359462492,0.630985035770573,2.39748802129179,11.8549897579942,2.53819252122194,"true",4.11603418877348
"20","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.04240234615281,5.6311552147381,13.7542728008702,16.9902737718076,85.2262668777257,"Tangent",1.16520258691162,"true",0.421299243641552,0.0266280709765851,3.76622385287192,0.00722602242603898,2.14341784128919,0.453287732577883,3.6465897904709,11.9535754795652,0.159365726425312,"true",1.31353547098115
"21","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.60884391097352,5.38183303922415,7.81612164061517,43.1773318909109,23.5523004783317,"Sine",1.46317289676517,"true",3.10905235227663,0.0945951787754893,3.32021110878792,0.0235299507621676,2.94162150570191,0.0950188586488366,3.71561590489,14.9962832289748,1.18100475771353,"true",6.68067166116089
"22","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.37620831560344,2.93116812501103,11.2166850119829,68.600426055491,69.7675982955843,"Tangent",3.05831566359848,"true",3.17269489910686,0.114645210048184,0.878423527409323,0.00926150442101061,2.90527143389918,0.10960126966238,4.99669625237584,29.5142875763122,2.51662107461598,"true",0.376961200963706
"23","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.93026528763585,4.91901821712963,15.5587752033025,35.6776805827394,16.9968078145757,"Polynomial",2.95587730407715,"true",2.94227057773853,0.110442204680294,1.30665306542767,0.0299192472244613,1.58598494883627,0.79413132823538,2.64358252100646,22.4087762425188,1.7399988591671,"true",9.0779467811808
"24","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.5682956262026,4.71840705396608,15.9340615849942,24.2068499093875,79.7030068468302,"Cosine",4.07082643639296,"true",1.72017838321393,0.097075032396242,1.54839470815379,0.0180820389767177,1.13509081713855,0.595483233220875,5.09986199159175,22.6002715714276,2.01877404071856,"true",6.39804567908868
"25","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.85646593174897,5.04207003768533,14.5221659289673,20.207080245018,64.4773780135438,"Cosine",2.73030616156757,"true",2.50329502118519,0.14340125261806,0.802669194750488,0.0310571936657652,2.166175434459,0.853761945292354,5.52911948412657,13.072731597349,1.28543778713793,"true",3.40843907790259
"26","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.17717428039759,4.51020748959854,7.10039155185223,24.2146990727633,32.4190200306475,"Tangent",1.6683725817129,"true",1.97262311884901,0.0022219208534807,0.317253036398906,0.0266740536084399,1.36368602751754,0.848295254004188,3.47648399136961,9.92674473207444,0.0386354743037373,"true",9.91909203119576
"27","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.73197966185398,4.27055247849785,14.6568795861676,16.6962620569393,38.4304310660809,"Logarithmic",4.34393748082221,"true",2.08967153957812,0.145050863735378,3.75587414331269,0.0397378414287232,3.15554853416979,0.623351892619394,4.37729324866086,26.6307015914936,1.86908877976239,"true",0.878656560089439
"28","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.09791589039378,2.83158647967502,5.57737097609788,50.3533596871421,96.5929465601221,"Exponential",1.41080416180193,"true",1.24506492595654,0.00511508816853166,0.188263072881382,0.0344418063759804,0.545958638656884,0.334656485239975,3.14743822440505,21.6937120666262,1.03934270190075,"true",0.648325425572693
"29","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.32537343772128,3.7104012935888,7.7282019611448,89.7705590585247,21.9367134850472,"Cosine",1.82812780421227,"true",0.70190981290536,0.0205677730031312,0.384102154579014,0.02868210360175,1.95968736656941,0.278610355965793,5.04090100433677,23.2712666341104,1.76622731990647,"true",5.8563803252764
"30","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.98443487472832,1.93179593444802,10.8214891878888,95.5048177624121,22.4991085706279,"Cosine",4.53266364336014,"true",1.0157365073869,0.0511359647382051,0.0950066205114126,0.0205434372182935,2.50513069746084,0.602309546736069,2.74377469625324,16.8434395990334,0.203834872320294,"true",2.54195350687951
"31","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.07667133607902,4.1412484170869,10.7561692818999,31.3502686563879,62.3842263361439,"Logarithmic",4.46015397738665,"true",3.90608257904649,0.0727476479485631,3.72489441191778,0.0376346849021502,2.33061055643484,0.280807892954908,4.09405158925802,21.1439838877413,2.81311147622764,"true",4.36055726837367
"32","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.53838559263386,5.06978262471966,14.607311103493,39.8447612300515,2.75981798768044,"Exponential",1.99451845791191,"true",0.476999762733467,0.0112730648834258,1.89483982932055,0.0339076881413348,1.7935105225537,0.0500259645748884,5.30131481122226,6.52956385863945,0.283048065984622,"true",2.27912893285975
"33","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.38405980798416,1.40982798207551,8.46144218370318,61.2027572467923,90.0265445234254,"Cosine",4.75124763790518,"true",1.88046028446173,0.133094165287912,0.0449992589768954,0.036724566295743,1.53927014390938,0.144036340294406,5.79508988466114,8.95566571969539,2.82376165033784,"true",8.67734422674403
"34","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.67165239248425,3.93965956312604,5.15292361471802,46.3190047768876,93.3747133938596,"Sine",4.14014250412583,"true",1.1672783295298,0.1557727124542,2.69503596192459,0.00567794360686094,1.55875337836333,0.450763252330944,2.12254242133349,13.0376911559142,2.0257645368576,"true",0.746360311750323
"35","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.73560869274661,2.03390276315622,9.24584732297808,29.5172967482358,31.2644857913256,"Sine",4.40129149612039,"true",0.657079579071142,0.125964439194649,3.80605159050319,0.0454904183046892,1.57336989808828,0.250850890553556,3.89564285520464,25.9854658925906,2.35866560766008,"true",4.1192713030614
"36","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.7595767560415,5.00816016946919,9.41245006211102,35.8906027162448,52.6574941119179,"Tangent",3.13103030715138,"true",1.40123587956419,0.0104119911324233,0.598475779881701,0.0463321419083513,3.07062018280849,0.718385178828612,5.4391854852438,26.9246188120451,0.701037821103819,"true",7.89185437373817
"37","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.8447043071501,4.8841959531419,9.10944756213576,25.3591269720346,46.6318141901866,"Polynomial",4.49679031874985,"true",0.606186504999641,0.172974494937807,0.977955963062123,0.00627166064223275,0.110816344805062,0.56922017452307,4.90224749408662,20.2913701138459,0.54349217757117,"true",2.24101013038307
"38","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.69612306589261,4.88606739812531,8.66481222212315,49.6157472254708,52.8798300074413,"Sine",4.92488474398851,"true",1.64805731975706,0.0274167136289179,2.60556616887683,0.021389264066238,3.09023378193378,0.0110865086317062,5.71015667822212,17.0250390202273,0.892672445019707,"true",7.81987511785701
"39","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.01042085164227,4.52419087546878,5.22708333283663,27.1480992203578,53.9628581609577,"Tangent",4.70920199993998,"true",1.17034096204676,0.196461112005636,3.51780894430121,0.0182821677764878,1.16813876954839,0.738789736060426,5.02227198798209,7.04532851930708,1.59968922173139,"true",5.12573415180668
"40","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.86984326387756,3.27123456308618,12.0065076630563,30.3171338047832,28.7605536635965,"Tangent",2.53655571490526,"true",2.50536594016012,0.0980629957281053,0.0430944205960259,0.00987715348601341,3.08358103716746,0.850077239284292,3.32053539901972,29.2318873351905,1.45569300667848,"true",4.64914566138759
"41","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.07331551169045,3.94379059574567,14.2264802772552,51.0194081813097,8.14901990815997,"Cosine",1.92903659585863,"true",2.98019258392509,0.0329117340967059,1.04169323139125,0.0083817932754755,3.29634624472819,0.0331452311016619,4.12623569555581,12.3720492247958,1.81939054294489,"true",6.56922538764775
"42","w93193-tempadj.dvf","01/01/1988","12/31/1990",5.90590426023118,1.15373734640889,6.0199213065207,19.4429104682058,22.2221793839708,"Polynomial",1.65141707286239,"true",3.34553225133335,0.0124260233715177,3.19706467153737,0.0349850461818278,1.09217413719743,0.88150886152871,3.16698455996811,29.7232873167377,0.8016455600271,"true",1.90283566946164
"43","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.5550167276524,3.27970310603268,6.70514302235097,4.47910113725811,13.0858005955815,"Sine",2.93717886600643,"true",2.25648603996495,0.0429808748420328,3.50656793049071,0.0426502864924259,0.239400117425248,0.53313274034299,4.77400795836002,5.17201055889018,0.625446394458413,"true",7.27288889000192
"44","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.51936713256873,2.16152289207093,10.1815786296502,17.2090398380533,44.5581842912361,"Sine",3.44472706690431,"true",1.17633225286379,0.0824090125970542,1.4687702073832,0.025864068325609,1.46425820593722,0.690629593818448,3.51541670225561,11.7040816356894,0.855416510207578,"true",1.44439221126959
