"","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate_exp","foliar_true"
"1",1.2267245540861,3.99442132096738,37.7108782762662,95.9033435443416,11.4153134441003,"Tangent",23.860327876173,0.00492883608792908,70.2717459993437,0.0039823002635967,8.65871959831566,0.00263764451025054,6.55365111073479,22.3079826112371,2.70009663538076,9.6672750194557,"true"
"2",1.34950968809426,2.34992691315711,85.7492969604209,88.692564307712,15.5976406689733,"Polynomial",38.4748383890837,0.000656917605083436,44.8028513696045,0.0012761065189261,35.9262883663177,0.00285211429116316,2.8003733814694,21.5075295895804,3.90230699675158,8.37493386585265,"true"
"3",2.96620238013566,2.75855242181569,38.3432208793238,34.6332966117188,8.33170331455767,"Tangent",56.0687048826367,0.00369880639133044,13.8179828645661,0.00331900995806791,52.438249788247,8.73041129671037e-05,3.20423514628783,15.9071753104217,2.03737206989899,7.99965222831815,"true"
"4",2.54943191329949,3.23117503896356,20.9765867795795,13.2538296282291,4.99122559651732,"Logarithmic",93.1052973028272,3.91965627204627e-05,10.6907272478566,0.002857957247179,84.1145085636526,0.00304342942894436,2.4659655848518,20.4244175297208,3.58035311917774,5.79183080699295,"true"
"5",5.36521783820353,2.109195089899,40.1477266103029,90.1213106466457,9.57643532287329,"Logarithmic",72.4238117225468,0.00203806282137521,66.0488517256454,0.00127666013431735,87.999657727778,0.000935503401560709,5.01671521924436,23.4212116000708,2.74215368088335,6.74070427659899,"true"
"6",4.42410408775322,4.37881170026958,77.7957853628322,61.7974012857303,7.79038029629737,"Polynomial",71.0458768764511,0.000892247506417334,38.4791004471481,0.00263993612723425,3.28584564849734,0.00336614959291182,6.68305476242676,20.7962611468975,1.13947934820317,6.64710955461487,"true"
"7",2.6831828316208,4.90766564290971,17.2001971397549,63.7454316951334,7.26778888422996,"Polynomial",78.9518597070128,0.003214273347985,26.4436174882576,0.00248613989213482,90.4447122476995,0.00135446766973473,2.21903840824962,21.7239478963893,2.509427460609,6.83647151570767,"true"
"8",4.07720806682482,1.09534126706421,39.7396915825084,28.6539559951052,4.60126969963312,"Polynomial",80.3631707793102,0.00177208546432666,13.0465049296618,0.00418889854452573,24.1534214699641,0.000757105830125511,6.89649106282741,18.3429426059593,2.02299466822296,6.70774693833664,"true"
"9",4.77383312676102,4.28760899882764,18.8636246602982,85.2776447078213,5.54118066467345,"Polynomial",25.5854715360329,0.00137914983904921,69.3816768471152,0.00404459057026543,15.0911513017491,0.00403977625537664,7.86476673884317,11.7743926309049,0.468460590345785,0.724086412228644,"true"
"10",1.69532050401904,1.48660939186811,48.7536738160998,74.6766005875543,7.58123078756034,"Logarithmic",78.5703831352293,0.00130883147357963,83.8088612537831,0.00130355564178899,5.6699791457504,0.00133964939159341,3.87004869384691,24.6327367564663,4.58970985026099,1.84027730720118,"true"
