Varroa Population Simulation - Mar 22,2018  07:12:19 PM
VarroaPop Version 3.2.8.11 March 2018

                                        Capped  Capped                                                                      Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
Initial     22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      2.143    0.000  0.000
01/01/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 10000.0  0.000 30000.0  0.000      0      0      0      0      0      2.143    0.000  0.000
01/02/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9948.1  0.000 29847.0  0.000      0      0      0      0      0      2.143    0.000  0.000
01/03/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9896.2  0.000 29694.1  0.000      0      0      0      0      0      2.143    0.000  0.000
01/04/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9844.3  0.000 29541.1  0.000      0      0      0      0      0      2.143    0.000  0.000
01/05/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9792.4  0.000 29388.2  0.000      0      0      0      0      0      2.143    0.000  0.000
01/06/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9740.5  0.000 29235.2  0.000      0      0      0      0      0      2.143    0.000  0.000
01/07/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9688.6  0.000 29082.3  0.000      0      0      0      0      0      2.143    0.000  0.000
01/08/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9636.8  0.000 28929.3  0.000      0      0      0      0      0      2.143    0.000  0.000
01/09/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9584.9  0.000 28776.4  0.000      0      0      0      0      0      2.143    0.000  0.000
01/10/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9533.0  0.000 28623.4  0.000      0      0      0      0      0      2.143    0.000  0.000
01/11/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9481.1  0.000 28470.5  0.000      0      0      0      0      0      2.143    0.000  0.000
01/12/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9429.2  0.000 28317.5  0.000      0      0      0      0      0      2.143    0.000  0.000
01/13/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9377.3  0.000 28164.6  0.000      0      0      0      0      0      2.143    0.000  0.000
01/14/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9325.4  0.000 28011.6  0.000      0      0      0      0      0      2.143    0.000  0.000
01/15/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9273.5  0.000 27858.7  0.000      0      0      0      0      0      2.143    0.000  0.000
01/16/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9221.6  0.000 27705.7  0.000      0      0      0      0      0      2.143    0.000  0.000
01/17/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9169.7  0.000 27552.8  0.000      0      0      0      0      0      2.143    0.000  0.000
01/18/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9117.8  0.000 27399.8  0.000      0      0      0      0      0      2.143    0.000  0.000
01/19/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9065.9  0.000 27246.8  0.000      0      0      0      0      0      2.143    0.000  0.000
01/20/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 9014.1  0.000 27093.9  0.000      0      0      0      0      0      2.143    0.000  0.000
01/21/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8962.2  0.000 26940.9  0.000      0      0      0      0      0      2.143    0.000  0.000
01/22/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8910.3  0.000 26788.0  0.000      0      0      0      0      0      2.143    1.000  0.000
01/23/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8858.4  0.000 26635.0  0.000      0      0      0      0      0      2.143    1.500  0.000
01/24/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8806.5  0.000 26482.1  0.000      0      0      0      0      0      2.143    1.000  0.000
01/25/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8754.6  0.000 26329.1  0.000      0      0      0      0      0      2.143    2.000  0.000
01/26/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8702.7  0.000 26176.2  0.000      0      0      0      0      0      2.143    0.000  0.000
01/27/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8650.8  0.000 26023.2  0.000      0      0      0      0      0      2.143    0.000  0.000
01/28/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8598.9  0.000 25870.3  0.000      0      0      0      0      0      2.143    2.000  0.000
01/29/1999  22360      0  18774   3586      0      0      0      0      0      0    347      0      0   0.00   0.00      0   0.00 8547.0  0.000 25717.3  0.000      0      0      0      0      0      2.143    0.000  0.000
