"","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype"
"1",3.86141899693757,3.97789712809026,57.8056475147605,66.8026533443481,4.35743486974388,"Polynomial"
"2",3.2677611252293,2.05379006825387,74.9325663316995,37.8311252454296,6.74856563378125,"Exponential"
"3",3.08085386361927,4.43887330498546,87.771604442969,73.1698592193425,14.5036227479577,"Cosine"
"4",2.09654886554927,1.37009174842387,45.6111335661262,57.3421939276159,7.22338104154915,"Sine"
"5",3.59906038455665,4.27922711893916,24.9715578975156,19.9854334117845,15.1809592610225,"Logarithmic"
"6",1.76207310054451,1.62109176442027,59.0497205965221,94.3806558847427,7.34107663296163,"Sine"
"7",4.80955532472581,3.51702396199107,91.8316652532667,27.6163093978539,12.0829815464094,"Sine"
"8",2.63130818679929,3.48247552569956,40.7018196303397,85.3890887694433,13.0850373273715,"Sine"
"9",4.30923910718411,2.04246851149946,0.306564709171653,77.6600557146594,8.16468161717057,"Polynomial"
"10",4.73510127048939,3.71275629103184,25.3854622365907,2.54386980086565,11.8078157156706,"Sine"
