"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.8750976184383,1.29522695858032,60.3285594843328,37.059453362599,6.37755188532174,0.507923095719889,"Polynomial",668.268761364743,61.5539435530081,3155.7341757929,5099.62924227584,4.68811738304794,7.99354199320078,0.392644822131842,2.6094388961792,9.2886628722772,6.58908761339262,4.00842105271295,"true","true",7.10995120555162,0.227879851669073,6.2260850192979,13.5332853426817,4.76273212581873,7.75126907798578,61474.1819088148,45032.2030746634,4.65367751265876,4.65367751265876,2.14202260039747,39.8397708311677,0.645131817553192,86.9643156300299,5.21690188860521,44.0508361556567,4.72674049139023,36.3096756674349,2.66290605810937,136.508029750548,2.29841090342961,28.5367184877396,21.2218330330215,14.1311510978267,15.50629589241,88.2956247823313,"07/01/1989","07/01/1989","07/31/1989",1.64858302660286,0.005818383281352,6.3451376366429,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.32601046003401,1.09448803961277,99.4084797101095,4.67163471039385,13.3427211958915,0.978900598362088,"Polynomial",115.999354515225,10.8736635185778,5850.30245110393,3845.50765289459,4.67576030083001,8.39228278491646,6.85514192096889,4.69188251299784,6.28524932544678,0.749452237505466,1.15369532257318,"true","true",5.61189154908061,0.195284788776189,6.4667861147318,57.9166227917566,7.39226549677551,28.1526869045242,72548.3558118326,44184.4239795369,21.6485934538301,21.6485934538301,2.5916176661849,45.025867712684,2.2504000836052,96.9329018262215,5.47035056725144,69.0422986051999,8.05840472066775,32.4844120629132,7.58975311224349,80.6042667245492,1.08597722067498,94.7249336540699,26.0511876242235,41.6769955949858,6.99789341818541,77.3583028558642,"07/01/1989","07/01/1989","07/31/1989",1.96601234306581,0.016145970517071,1.68266579275951,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.54655877780169,3.52035571355373,32.3130662785843,69.8196036042646,10.544165385887,0.852398808347061,"Sine",155.540300067514,41.6877103503793,4203.88166843913,2125.20583507139,3.16828834451735,2.5958160078153,2.50119182048365,2.06354340421967,2.11378538049757,7.0700745144859,2.62402248918079,"true","true",1.79276990331709,0.693338354388019,5.06566467019729,39.5618870675431,8.43811481818557,12.9707796997225,74683.9517897835,59870.9484205761,29.6452274835901,29.6452274835901,1.70251292549074,84.0198202524334,4.51826277282089,102.637665218208,2.15689484355971,126.858628238551,5.68316001705825,25.1589056290686,8.95249865080696,98.5937740234658,2.8868010789156,21.6744135133922,20.7172136176378,17.3647545799613,15.8454534523189,92.5760833336972,"07/01/1989","07/01/1989","07/31/1989",1.87045510532334,0.00857502717687748,3.5331153946463,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.70548299420625,3.919333929196,72.9480598121881,66.0142367240041,12.8570523494855,0.78812603908591,"Sine",769.71284695901,72.8487318148836,5418.17900859751,813.75578076113,1.54242421872914,0.536206215620041,9.78667104849592,0.489002537215129,5.23733501788229,8.51807502564043,3.25540931546129,"true","true",7.99627275951207,0.255257978446549,6.31869628187269,48.6178235313259,5.21020783297718,46.9559449813324,18230.1973038973,89556.2863579418,28.7447820274159,28.7447820274159,3.20851250365376,18.1241030571982,1.9965554731898,88.0201233085245,4.92443365138024,135.067225783132,4.94241375271231,55.4876722767949,4.13144721458666,39.423364396207,0.444848625920713,84.3529838696122,5.27798142330721,36.9549583373591,9.68042793590575,87.3691935441457,"07/01/1989","07/01/1989","07/31/1989",1.48343498748727,0.0115327554207761,7.81617052596994,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.62317496724427,4.56299395207316,41.06773622334,29.9847334157676,5.68865082133561,0.421536260517314,"Cosine",218.477020272985,94.2485181847587,6175.37788047921,753.072264208458,4.33552048914135,2.30050986865535,8.95573529414833,3.59113333979622,7.54336123354733,2.36519332509488,4.96264059795067,"true","true",2.52078750357032,0.838215492368676,8.31102984352037,91.797386157118,6.20852326788008,85.2126500844476,65879.8043510211,37463.8251576379,4.8095885952469,4.8095885952469,2.15444344561547,8.04708229843527,5.6078688330017,1.04655510513112,0.477780250366777,44.2980223917402,3.59379355451092,32.0915163680911,7.1033535376424,193.267412548885,1.46453925292008,96.5971987694502,23.5925109866075,13.1455751666799,13.668050722219,42.4359514890239,"07/01/1989","07/01/1989","07/31/1989",1.67456961190328,0.0142567215270828,5.52006205799989,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.49992335774004,2.73889540415257,18.4564948547632,82.7103084884584,11.6439849026501,0.54569564643316,"Polynomial",97.542856587097,75.4470839863643,3802.74215701502,577.049986505881,2.67213547043502,0.370388005394489,3.55438153725117,1.88771033775993,2.47240392258391,0.262511861510575,4.0577040030621,"true","true",3.18069118261337,0.116031686405884,5.7085486932192,17.8593591202381,2.30133958533406,77.106314731326,25377.6372992582,24429.9672172989,20.239416940487,20.239416940487,2.50587152596563,64.0934646129608,3.12264289939776,136.011568189133,0.451600789558142,116.543014103081,6.62155696591362,60.8772589452565,8.7158168383874,71.2770010903478,1.64630114799365,49.3905858695507,29.6397887775674,16.1105356737971,15.0824480913579,86.6345398081467,"07/01/1989","07/01/1989","07/31/1989",1.86769477045164,0.0135442986893468,6.44150279322639,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.81402128655463,4.6846162006259,53.101235954091,86.3399241585284,7.13571469672024,0.691953478846699,"Exponential",990.892160218209,7.6085303677246,4051.66303715669,2092.44938432239,4.61734787840396,0.90369732119143,9.40394303295761,4.48702732101083,3.83460999000818,7.30518125463277,1.24129103613086,"true","true",5.58111122436821,0.129720436834265,8.57630027947016,62.2390206525875,8.64558865129948,18.1835851686541,28441.590660742,51487.5680473454,27.3987541199196,27.3987541199196,0.587768166325986,4.19587367214262,3.87341440469027,128.463937842753,3.97629880718887,28.4650264657103,4.70911602284759,30.210300013423,7.65285050107632,187.455468992703,0.787015895359218,86.3490502350032,14.6247730893083,19.7793709952384,11.1317239012569,76.6999940644018,"07/01/1989","07/01/1989","07/31/1989",1.38702088571154,0.00979345106030814,7.21956645837054,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.6913749370724,2.59405218623579,64.0238545136526,35.1405790541321,7.22391804493964,0.843992383917794,"Exponential",817.189510911703,66.2863112054765,5467.66693880782,3354.54480331391,1.78904508240521,3.49159246310592,7.38004385959357,2.50869448645972,6.1527149612084,4.78951235068962,3.62844330142252,"true","true",2.8962954711169,0.836351392321987,8.74819859606214,8.98483186280285,3.83581033721566,89.4481734610235,22406.3984412238,16929.5697434552,17.4380297008669,17.4380297008669,3.42312635481358,45.6880211830139,5.70246718497947,31.8571880925447,2.12173607759178,93.8518976792693,5.2928672850132,52.3422667384148,6.54510160479695,25.0888721831143,0.106576498830691,78.9834026806056,10.6363636530004,25.8456355659291,14.2931207995862,95.3981271316297,"07/01/1989","07/01/1989","07/31/1989",1.29619302763604,0.00960707509331405,3.29796414589509,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.74020296148956,1.51446194667369,96.2925337953493,89.0515322331339,7.88016216643155,0.45160777377896,"Polynomial",820.564631605521,81.1604922404513,4410.07812933531,3206.56074774452,3.81304660346359,0.742567537818104,9.95871813269332,2.25850558606908,8.57148406095803,9.36990055954084,4.24817315186374,"true","true",6.98711147904396,0.320094268065644,3.76801697583869,0.790786195056979,7.8576697576791,18.6417483597165,90740.2164714986,99098.3668773517,12.311288735806,12.311288735806,2.00877217855304,44.7022168431431,5.85519204754382,136.888690979686,1.74305511033162,100.748583697714,5.11230060532689,37.491828687489,4.64028336640913,84.3629858177155,2.15870638377964,82.3837954178452,6.61398608703166,38.6042323308066,9.38692080229521,58.9426675252616,"07/01/1989","07/01/1989","07/31/1989",1.9156488517765,0.0158007413654122,9.815654322505,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.34854860696942,1.8810130013153,72.5319018820301,77.1020610816777,10.2691759997979,0.73784576379694,"Cosine",488.970981212333,45.5371752381325,3004.2434297502,1736.99915620964,4.90197073295712,6.07647911645472,7.52913576783612,0.954110285965726,0.853989352472126,2.63019991572946,1.2555062235333,"true","true",8.63829104416072,0.813945456658723,4.50493315118365,12.2416041400502,3.50706397555768,8.41834278347925,30094.369180557,92248.8977924534,32.708669726993,32.708669726993,3.90545994136482,37.6896804431453,2.33988120406866,42.5046968506649,2.1744656288065,112.56425898755,7.82741826009005,32.3473508656025,6.2600761422189,114.071447984315,2.6519033848308,33.1712250225246,27.9022268257104,11.9818493882194,8.023252915591,93.5014568222687,"07/01/1989","07/01/1989","07/31/1989",1.43899015220813,0.0170838644839823,9.13962470460683,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.16264006961137,2.6943954769522,94.0873447107151,92.6029169699177,9.04152547195554,0.171827933983877,"Sine",8.93846107646823,45.9516902687028,6038.27095329762,3138.10840584338,4.54049195628613,2.90322996908799,0.25891573401168,0.683146384544671,3.66988674737513,0.212821674067527,2.93645186116919,"true","true",2.42598654702306,0.958280055821175,5.60956161865033,38.5372281149845,8.20664120838046,54.7748258630426,57011.0292322059,61657.6478136599,1.34635613698047,1.34635613698047,1.38690165337175,62.9016444087029,0.246863986831158,53.7505737855099,0.575552991125733,84.1008326970041,3.49617049498484,68.8854257762432,6.0180206781486,73.0514918174595,0.708532264223322,22.2723215259612,5.69370124628767,31.6147967306897,7.79976356308907,80.5436807940714,"07/01/1989","07/01/1989","07/31/1989",1.95568639901467,0.00900256103579886,3.37233054288663,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"12","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.82457495853305,4.28821273427457,55.4625840159133,22.5991570390761,12.8843088177964,0.875739366281778,"Exponential",851.794174406677,69.7372311726213,1169.19079183135,5324.31439880747,3.06521662790328,0.0596541073173285,1.31038838298991,2.51647927681915,7.04513409174979,4.059525183402,2.55180709646083,"true","true",7.24558591470122,0.705675507999724,8.46081454539672,92.6879051270019,4.95231905579567,15.1660684091165,83407.8947143293,27403.7529752236,24.0823656877037,24.0823656877037,3.43314678966999,39.3158132443205,4.72336126724258,92.6629514666274,5.09748721914366,101.470749021973,5.10760908368975,27.6302810944617,3.5273453832604,97.6295432681218,1.29642044613138,50.8170389384031,10.8085176530294,5.93505690712482,7.02204443328083,83.8945914944634,"07/01/1989","07/01/1989","07/31/1989",1.08627584110945,0.00263860381045379,7.51364380866289,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
