Varroa Population Simulation - Mar 22,2018  07:12:27 PM
VarroaPop Version 3.2.8.11 March 2018

                                        Capped  Capped                                                                      Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
Initial     22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      2.112    0.000  0.000
01/01/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 10000.0  0.000 30000.0  0.000      0      0      0      0      0      2.112    0.000  0.000
01/02/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9939.0  0.000 29847.0  0.000      0      0      0      0      0      2.112    0.000  0.000
01/03/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9878.0  0.000 29694.1  0.000      0      0      0      0      0      2.112    0.000  0.000
01/04/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9817.0  0.000 29541.1  0.000      0      0      0      0      0      2.112    0.000  0.000
01/05/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9756.0  0.000 29388.2  0.000      0      0      0      0      0      2.112    0.000  0.000
01/06/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9695.0  0.000 29235.2  0.000      0      0      0      0      0      2.112    0.000  0.000
01/07/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9634.0  0.000 29082.3  0.000      0      0      0      0      0      2.112    0.000  0.000
01/08/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9573.0  0.000 28929.3  0.000      0      0      0      0      0      2.112    0.000  0.000
01/09/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9512.0  0.000 28776.4  0.000      0      0      0      0      0      2.112    0.000  0.000
01/10/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9450.9  0.000 28623.4  0.000      0      0      0      0      0      2.112    0.000  0.000
01/11/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9389.9  0.000 28470.5  0.000      0      0      0      0      0      2.112    0.000  0.000
01/12/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9328.9  0.000 28317.5  0.000      0      0      0      0      0      2.112    0.000  0.000
01/13/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9267.9  0.000 28164.6  0.000      0      0      0      0      0      2.112    0.000  0.000
01/14/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9206.9  0.000 28011.6  0.000      0      0      0      0      0      2.112    0.000  0.000
01/15/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9145.9  0.000 27858.7  0.000      0      0      0      0      0      2.112    0.000  0.000
01/16/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9084.9  0.000 27705.7  0.000      0      0      0      0      0      2.112    0.000  0.000
01/17/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 9023.9  0.000 27552.8  0.000      0      0      0      0      0      2.112    0.000  0.000
01/18/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8962.9  0.000 27399.8  0.000      0      0      0      0      0      2.112    0.000  0.000
01/19/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8901.9  0.000 27246.8  0.000      0      0      0      0      0      2.112    0.000  0.000
01/20/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8840.9  0.000 27093.9  0.000      0      0      0      0      0      2.112    0.000  0.000
01/21/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8779.9  0.000 26940.9  0.000      0      0      0      0      0      2.112    0.000  0.000
01/22/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8718.9  0.000 26788.0  0.000      0      0      0      0      0      2.112    1.000  0.000
01/23/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8657.9  0.000 26635.0  0.000      0      0      0      0      0      2.112    1.500  0.000
01/24/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8596.9  0.000 26482.1  0.000      0      0      0      0      0      2.112    1.000  0.000
01/25/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8535.9  0.000 26329.1  0.000      0      0      0      0      0      2.112    2.000  0.000
01/26/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8474.9  0.000 26176.2  0.000      0      0      0      0      0      2.112    0.000  0.000
01/27/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8413.8  0.000 26023.2  0.000      0      0      0      0      0      2.112    0.000  0.000
01/28/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8352.8  0.000 25870.3  0.000      0      0      0      0      0      2.112    2.000  0.000
01/29/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8291.8  0.000 25717.3  0.000      0      0      0      0      0      2.112    0.000  0.000
01/30/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8230.8  0.000 25564.4  0.000      0      0      0      0      0      2.112    1.500  0.000
01/31/1999  22360      0  14217   4556      0      0      0      0      0      0   1543      0      0   0.00   0.00      0   0.00 8169.8  0.000 25411.4  0.000      0      0      0      0      0      2.112    1.000  0.000
02/01/1999  22360      0  14217   4556      0      0      0      0      0     15   1543      0      0   0.00   0.00      0   0.00 8108.8  0.000 25258.5  0.000      0      0      0      0      0      2.112    1.000  0.000
02/02/1999  22360      0  14217   4556      0      0      0      0      0     15   1543      0      0   0.00   0.00      0   0.00 8047.8  0.000 25105.5  0.000      0      0      0      0      0      2.112    0.000  0.000
