Varroa Population Simulation - Mar 22,2018  07:12:41 PM
VarroaPop Version 3.2.8.11 March 2018

                                        Capped  Capped                                                                      Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
Initial     22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      3.353    0.000  0.000
01/01/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 10000.0  0.000 30000.0  0.000      0      0      0      0      0      3.353    0.000  0.000
01/02/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9941.9  0.000 29847.0  0.000      0      0      0      0      0      3.353    0.000  0.000
01/03/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9883.7  0.000 29694.1  0.000      0      0      0      0      0      3.353    0.000  0.000
01/04/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9825.6  0.000 29541.1  0.000      0      0      0      0      0      3.353    0.000  0.000
01/05/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9767.4  0.000 29388.2  0.000      0      0      0      0      0      3.353    0.000  0.000
01/06/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9709.3  0.000 29235.2  0.000      0      0      0      0      0      3.353    0.000  0.000
01/07/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9651.1  0.000 29082.3  0.000      0      0      0      0      0      3.353    0.000  0.000
01/08/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9593.0  0.000 28929.3  0.000      0      0      0      0      0      3.353    0.000  0.000
01/09/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9534.8  0.000 28776.4  0.000      0      0      0      0      0      3.353    0.000  0.000
01/10/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9476.7  0.000 28623.4  0.000      0      0      0      0      0      3.353    0.000  0.000
01/11/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9418.5  0.000 28470.5  0.000      0      0      0      0      0      3.353    0.000  0.000
01/12/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9360.4  0.000 28317.5  0.000      0      0      0      0      0      3.353    0.000  0.000
01/13/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9302.2  0.000 28164.6  0.000      0      0      0      0      0      3.353    0.000  0.000
01/14/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9244.1  0.000 28011.6  0.000      0      0      0      0      0      3.353    0.000  0.000
01/15/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9185.9  0.000 27858.7  0.000      0      0      0      0      0      3.353    0.000  0.000
01/16/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9127.8  0.000 27705.7  0.000      0      0      0      0      0      3.353    0.000  0.000
01/17/1999  22360      0  15645   6715      0      0      0      0      0      0   1279      0      0   0.00   0.00      0   0.00 9069.6  0.000 27552.8  0.000      0      0      0      0      0      3.353    0.000  0.000
