"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","InitColNectar","InitColPollen","RQQueenStrength","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","soilenable","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.28161074500531,3.32384138926864,16.2018752656877,96.6430893633515,13.7804451789707,"Polynomial",5886.60246969666,2964.02681516483,3.20326753985137,"true","true",8.64347524940968,0.724667660687119,1.34841022756882,34.216768386899,7.92889677919447,24.3407112719032,73030.8856543031,13711.3239167908,6.81720711602829,3.31918331931415,6.81720711602829,2.37862264085561,58.132447861135,0.604400617070496,137.231827375945,5.17059007426724,48.5191758605652,7.97815119270235,46.9851037859917,5.89813761862461,148.413690589368,1.61488646222278,92.5997500121593,15.1744488864206,6.65371254552156,8.91047818493098,61.6150163323618,"07/01/1989","07/01/1989","07/31/1989","true",1.85939884162508,0.00369989680708386,4.54343376168981,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.12679536640644,4.3879463635385,49.8009441420436,28.7176318699494,6.78313897270709,"Tangent",4632.46715867426,4535.12751015369,3.89515873510391,"true","true",8.98729338683188,0.815158183277119,9.21862546005286,62.6383266383081,7.94784117117524,44.0483833494755,65467.5359911243,11890.6639760849,32.3762248363346,7.58790047431062,32.3762248363346,1.18872670736164,95.092232641764,3.45724876457825,127.950644795783,3.56882977159694,1.09629289945588,4.85661011263728,66.1675534397364,9.2887260675896,42.4574215244502,2.138865476707,47.5899482145905,9.78499158937484,44.5226535014808,14.2971736649051,42.7877737605013,"07/01/1989","07/01/1989","07/31/1989","true",1.46727602882311,0.00435816265875474,4.87545535899699,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.12606123276055,1.47462518233806,63.3664694847539,62.0230607455596,6.07738590519875,"Exponential",1513.12533309683,2185.46852581203,3.16273792088032,"true","true",2.33416093885899,0.597821132549318,9.9316450515762,32.577195045627,3.3352283295244,48.1203474887626,66146.3669361607,95250.2300737204,1.20101042524911,7.38639225676726,1.20101042524911,0.88584353774786,52.0162445027381,3.68142775213346,108.032793633174,4.49186753109097,147.129170014523,7.55726285167038,62.0968758873641,3.50832289161626,158.403427484445,2.35682360222563,28.7360619939864,20.4311545058154,42.7449535327032,4.53155390173197,81.3147774920799,"07/01/1989","07/01/1989","07/31/1989","true",1.37480760412291,0.00678912253514864,6.01861973735504,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.46601187251508,1.17618502303958,93.9990294864401,26.2934738770127,14.2395866094157,"Sine",1229.30520975497,5795.72923469823,4.31124305725098,"true","true",2.81113715283573,0.0242297489691991,2.44856345443986,54.7976922112869,1.19897176884115,63.097438953998,40191.5703172627,72638.1198958387,19.7003834248986,9.91587909713061,19.7003834248986,0.783020718023181,60.1966680958867,0.0783202573657036,7.24342104513198,5.35652643861249,50.7898582960479,3.08680604845285,83.2636340335011,3.78217037990689,36.4445908647031,0.635480982949957,85.219001006335,9.06548644602299,19.2852257806808,7.04363836999983,40.8260981203057,"07/01/1989","07/01/1989","07/31/1989","true",1.9724831499625,0.014091332757147,9.51042703562416,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.69297008868307,4.09105509612709,30.8956586988643,60.3094247635454,7.73053659498692,"Exponential",2974.83067256398,2274.32275374886,2.67924962565303,"true","true",6.57828148081899,0.0615398205048405,8.72062833094969,50.0870828202243,4.64933948963881,51.6832963580666,48337.0224221335,7694.19908607542,18.1080085097346,3.52678410548414,18.1080085097346,0.800744415260851,5.72381762322038,0.246127568185329,73.6052896943875,2.53013295354322,112.600296386518,6.53051599701866,53.3773081749678,4.39678948034998,103.61194904428,1.76474002632312,28.427058570087,15.9915330209769,32.9596826247871,13.1349614709616,75.495154147502,"07/01/1989","07/01/1989","07/31/1989","true",1.33036007545888,0.00893054800573736,4.09603966563009,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.67526501603425,3.92901371140033,47.0719519071281,28.1194386305287,6.32717675622553,"Cosine",644.123947247863,1036.09372733627,4.22758701536804,"true","true",3.10784337297082,0.953199855819112,7.1076235556975,27.277856651579,2.25553506985307,4.86502297153021,59567.8511228127,96797.5493393801,21.2518456401769,3.36540257392428,21.2518456401769,2.64217758923769,69.1558713326231,5.76497006462887,125.976792548317,2.88355617597699,1.52600111905485,7.05139778582379,21.9381701759994,4.32169523285702,190.075832428411,2.41289276909083,30.6753405928612,9.71159909619018,34.344847265631,7.091966599226,34.1817789385095,"07/01/1989","07/01/1989","07/31/1989","true",1.53844899986871,0.00368617027532309,6.71420517354272,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.09244131390005,1.35372583009303,46.5067865559831,79.543418972753,10.528905116953,"Polynomial",6938.42045720667,7559.52795234043,3.26854329835624,"true","true",3.48610550351441,0.575371341033606,5.05849329195917,83.6440968298626,8.78574624471366,43.7115732332917,50691.9482670839,61745.5879298314,7.70498009475414,7.99690369035932,7.70498009475414,3.08172112796456,84.0789099223912,3.80693779606372,102.942466526292,2.90542196016759,42.4276660429314,3.47715479955077,61.9907035492361,8.10170493118931,29.8673257790506,0.916994004976004,81.5472804009914,12.5437713563442,34.4203211786225,15.4441467905417,87.8754704352468,"07/01/1989","07/01/1989","07/31/1989","true",1.02529024682008,0.00603959944425151,6.13190316827968,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.73962547723204,1.54580711852759,85.2667271159589,72.832444217056,5.66881799791008,"Sine",3001.18018004578,709.785597957671,4.9437349177897,"true","true",2.14492394216359,0.740203732486349,7.4848288979847,78.8132525684715,5.07055023498833,2.14006267356104,43483.4048090724,2471.11631919327,2.65180558268912,0.343729143852368,2.65180558268912,3.50933024473488,84.1252279002219,2.12915753480047,4.25401056418195,3.0270663597621,54.5304065686651,3.39698159676045,75.1396767050028,5.40781409672927,132.84852498211,2.46413279883564,37.0707404240966,22.6727230432443,20.5260598156601,10.9256395092234,40.6760492478497,"07/01/1989","07/01/1989","07/31/1989","true",1.23250377527438,0.00261351010482758,1.08385697449557,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.26980042457581,1.87263663951308,27.4781500454992,47.2971863346174,8.62899591960013,"Polynomial",7180.45595760923,3695.25937754661,2.17999381013215,"true","true",2.81818927079439,0.291555403769948,9.38784578372724,97.0375272767867,2.97580411285162,59.861850770568,31350.8828833174,77653.5018078021,11.9162211728981,6.24065743452311,11.9162211728981,2.2427150150761,35.1893456652761,4.13093924196437,67.2223624424078,3.46105668134987,55.5922954226844,4.75359968962148,33.9328620024025,7.68781373742968,121.197857186198,1.2235427966807,73.7627583369613,23.6384731982835,23.5594759006053,15.6848705289885,64.2439517215826,"07/01/1989","07/01/1989","07/31/1989","true",1.40599239966832,0.0199093115706928,2.5447853684891,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.13991606701165,2.56025528721511,18.1290873326361,31.6686574369669,6.6636701785028,"Polynomial",2578.74294887297,4656.01658134256,4.35898437444121,"true","true",2.51651098020375,0.869828516595531,6.01983359828591,56.5388269400774,1.5283876080066,32.4184526769402,46719.6375326588,93782.3968116879,33.548365115351,8.90264455874194,33.548365115351,1.10321373399347,81.5981017425656,3.02288787905127,129.770252387971,0.29532449087128,8.82406735327095,5.30997142875567,56.5568763017654,7.17083481126465,175.490578692406,2.69278911617585,32.7718751877546,20.6698175570928,46.3409139113501,9.55865079630166,86.6831601085141,"07/01/1989","07/01/1989","07/31/1989","true",1.36574187455699,0.0153169500245713,4.02437228127383,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
