"","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate"
"1",5.19812840176746,3.48594970162958,95.4952260944992,45.3007632866502,15.0500730127096,"Polynomial",2.17287169876508,1.6110682929866,1.67000488892896,0.00421825635712594,1.70410878206603,0.0279551985673606,6.10305436700583,22.9354610154405,11.7404210981913,0.0562165158335119
"2",2.57876583165489,2.79396839719266,30.1337901270017,48.1023041065782,4.00792377628386,"Exponential",1.2908075270243,1.20052685681731,0.826533756572753,0.00802587990183383,2.75416529844515,0.025391264911741,7.7418858059682,26.4317099307664,7.25051825633273,0.985819464083761
"3",1.80733440583572,3.08992898184806,49.123544129543,97.8236523922533,5.29976968560368,"Cosine",1.6272566978354,2.76788318529725,1.6441178248194,0.0361162657267414,2.91089483764954,0.866666263458319,7.77650902001187,16.9037595693953,1.23164904862642,0.856349291047081
"4",1.67120096413419,3.41621026862413,98.9363381871954,84.6605372847989,14.2311157658696,"Sine",3.30526768625714,0.309599062660709,1.00918717336608,0.0499673238373362,2.61507621132769,0.820429686899297,7.88225737214088,14.9376107333228,10.3820980843157,0.608990403823555
"5",3.51092873746529,3.3359072804451,7.97142703086138,28.7119530141354,11.1649143826216,"Polynomial",3.01836981037632,1.81363050802611,0.597766803398263,0.0166549836052582,3.13164273840375,0.118801383627579,3.90642685629427,9.31082136929035,1.39652413828298,0.0105424027424306
"6",3.77878766763024,4.3650206848979,82.8578926157206,69.1876212367788,6.07251356355846,"Tangent",1.69717524186708,2.45380082912743,1.06839291588636,0.00333532318472862,1.98753522518091,0.430501971789636,4.88024995522574,23.2148024148773,5.84039005963132,0.357188634807244
"7",3.17870629043318,1.15930635947734,73.1753969565034,10.0445499643683,6.99680311977863,"Logarithmic",2.48496757023968,2.77638443559408,3.11121508571785,0.0209484269958921,0.172108391439542,0.536227969941683,6.8500384981744,25.8833217096981,13.1443005143665,0.628077479079366
"8",4.58651478542015,1.7210761429742,16.4618424139917,71.2534861871973,14.7540021119639,"Sine",0.228366897255182,0.0567700273822993,0.0168478900543414,0.0495270919520408,1.69600839968771,0.421803169185296,3.12888123327866,29.5600153692067,7.02622858202085,0.000419594347476959
"9",1.99331937264651,1.39202795363963,20.4498326405883,47.377019119449,15.706760824658,"Tangent",2.93390820855275,1.7297408930026,0.676942415144295,3.46927554346621e-05,3.25775811914355,0.122201887588017,7.12934441212565,25.6608235544991,5.34432439645752,0.52589342626743
"10",4.23610822088085,3.14838857203722,85.4639993980527,8.39221922215074,9.6821679379791,"Tangent",0.936627419106662,1.13175332522951,2.36681034419686,0.0131051645730622,3.18293232764117,0.541266717715189,5.20388125348836,29.6899040823337,2.41599423391744,0.962223600363359
