"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X1999","Colony Size",0.0606884657407832,0.121671125089629,0.523205086305984,0.0464243757923285,-0.0234337740909527,-0.00302792909586841,-0.0447560652534542,0.0347070469895164,0.0958646719233304,0.062733744575246,-0.026584783440474,0.0358341548147671
"X2000","Colony Size",-0.000851847137261062,0.206556733065198,0.197632324906251,0.0364395609794787,-0.275324559915829,-0.000993473381936308,-0.0561903654657393,0.030902523716492,0.0446790009110723,-0.00780505711309468,-0.0446359674484708,0.0256130190544152
"X2001","Colony Size",-0.00303825878375115,0.206342150230561,0.200717387905076,0.0378121401533616,-0.274454261714507,-0.000532158389599134,-0.0553682241966759,0.0317992253872483,0.0440891384533633,-0.00868272846328567,-0.0453401627338075,0.0237956373817029
"X2002","Colony Size",0.0520231479083969,0.139294915435956,0.137810221158244,0.02370849037838,-0.157664573640491,-0.0147850919587529,-0.0734042738149238,0.0374642039773939,-0.000683890981004961,0.0217302928138745,-0.0137752274764723,0.0240830817382968
"X2003","Colony Size",0.0519978529737495,0.139730516587304,0.13825622642428,0.0238297477682597,-0.157451181378481,-0.0147571796092365,-0.0731110372455327,0.0373056152264966,-0.000744653535037025,0.0221288147181507,-0.0140853313100108,0.0236016295081451
"X1999.1","Adult Workers",0.0551371047265669,0.114136927521818,0.556407041406314,0.0558690333767214,-0.0280448017154306,-0.0128582635921687,-0.0383875301892632,0.0335361160844077,0.143139680731465,0.0578036118590733,-0.0307947103615188,0.0315431377584111
"X2000.1","Adult Workers",-0.00149996696659736,0.205710239477839,0.198141458973472,0.0365610949724667,-0.27510448380083,-0.00103904221152671,-0.0564436243481293,0.0308604729350722,0.0446484136882657,-0.0079134867652191,-0.0446882566534777,0.0257073782032313
"X2001.1","Adult Workers",-0.00383611972764548,0.205878581707563,0.201284989992119,0.0377834052525865,-0.274585669228755,-0.00061696322435615,-0.0548521980041554,0.0313478952600689,0.0440100669137763,-0.00864554627772247,-0.0454325584332008,0.0230352046211721
"X2002.1","Adult Workers",0.0518503439469115,0.139006258156991,0.137925959914145,0.023628488279757,-0.157936143912962,-0.0149263956368022,-0.0734860526296663,0.03731737874054,-0.000616696343986117,0.0214884592054699,-0.0136755801317914,0.0237162333198886
"X2003.1","Adult Workers",0.0520126175903308,0.13964589745587,0.138650931240889,0.0239485405685791,-0.157470894891937,-0.0149653159660797,-0.0733369208188293,0.0370747760619246,-0.0010408982890827,0.0219512958501465,-0.0139251041514328,0.023266003117349
"X1999.2","Foragers",0.0671144193250626,0.107069198816921,0.428875463210979,0.0291222503214676,-0.013545246205825,0.00893611579448613,-0.0546470963457109,0.0368809451651861,0.0174351147720073,0.0714359603554012,-0.0186270086260411,0.0398626292076887
"X2000.2","Foragers",0.00911823502444225,0.210489159395576,0.1898979978314,0.0374186889689339,-0.27501166969468,0.0035070310501263,-0.0606551554695643,0.0330563303508653,0.0464041613154763,-0.00320490508995353,-0.037061622817019,0.0379817045122852
"X2001.2","Foragers",-0.00208663197873175,0.208930604996337,0.199134628230999,0.0377920782246561,-0.274444716434927,0.000175264704345203,-0.0543279960431729,0.0323654241220184,0.044509209511515,-0.00958465398547852,-0.0454082109574754,0.0242366175283479
"X2002.2","Foragers",0.0520661870762996,0.139506051873327,0.137836559152715,0.0236758515501435,-0.15761171425404,-0.0147398585249132,-0.073307144625846,0.0374005832998408,-0.000623324426176662,0.0218732271508171,-0.0138383075491238,0.0241361378085005
"X2003.2","Foragers",0.0521042968196038,0.139749720754216,0.138144113260236,0.0238419881432386,-0.157440366266816,-0.0147157244372697,-0.0730775047805632,0.0374360181099469,-0.000670992035393518,0.0220540401472746,-0.0141772149331036,0.023787411439689
"X1999.3","Worker Eggs",0.0737704652129763,0.0661927749192057,0.498071354686844,0.038175224523813,-0.0120816021684891,-0.0016909761128892,-0.0469151424545145,0.0394986765591027,0.0228355753259113,0.0734879297438965,-0.0165622558456437,0.0251659355326352
