"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X1999","Colony Size",-0.0187299220284433,0.666769455342548,0.561558719005835,0.0041207274200302,-0.000922296073417142,-0.0126863186569127,0.00599292044957019,-0.0176294938639283,0.00266846247632653,-0.0144594478253694,-0.00139663788737825,0.00740367842129267
"X2000","Colony Size",0.00292213268249913,0.554310705148374,0.748973706186651,0.0135213116355024,0.00500271552820636,0.00357892898940467,-0.00949678673254368,0.00534916152544361,-0.00646460500509341,0.00526564253319968,0.0145710661605911,0.00698996224745895
"X2001","Colony Size",0.0158152748726656,0.245085552981058,0.775784002500811,0.0206825126856662,-0.00375122870763863,-0.0506788687753229,-0.00919305832175537,-0.00857027390920531,0.119415527109105,0.00984758805291844,0.013655215135817,-0.0189315224876468
"X2002","Colony Size",0.0129319083436248,0.372884223866188,0.792603929127127,0.0217197066833395,-0.00372751565143445,-0.0175596077709452,-0.00873687896976914,-0.000636766509844034,0.0609508199570571,0.00650720142547709,0.018300570588414,-0.0124167146223665
"X2003","Colony Size",0.00106530949536017,0.575332865698187,0.652330013280096,0.0262506277034909,-0.00244224296734045,-0.0343791490145554,-0.00966578416203058,0.000239394424360009,0.0799097599086528,0.00308545815008619,0.0212303827973303,-0.00927622025825753
"X1999.1","Adult Workers",0.000612960253487325,-0.0111214479703774,0.979790071356155,0.00223221636707806,0.00583560760075478,-0.00510726087901382,0.00126102371609558,-0.00696441401041818,-0.003656703426955,0.0101619186160769,0.00668521508766003,0.00891757322151029
"X2000.1","Adult Workers",-0.00564675851059752,0.52504971334581,0.789114523136431,0.0150300759254076,0.00544949023973535,-0.00198914753131575,-0.00104846724329112,0.00131761954241066,-0.00347477727185552,0.00507671808545278,0.0143235669290868,0.00726337939943181
"X2001.1","Adult Workers",0.0114513159864065,0.129351599063976,0.766823865835831,0.0126440366208597,-0.00293771216007749,-0.0805819297514023,-0.0125537201190366,-0.0116070465320599,0.166749727084314,0.0124030736072497,0.0117809882405362,-0.0173541067372835
"X2002.1","Adult Workers",0.0105072434433967,0.29907461520128,0.87329238012283,0.0166937241081466,-0.00190716025764431,-0.00731804943761559,-0.00430019807883938,-0.0022374785271743,0.0396992943607908,0.00761381788997905,0.0190035369826003,-0.00392143886692768
"X2003.1","Adult Workers",0.00732355631947429,0.485073471056816,0.695273340928899,0.0226488694845045,-0.00379599741684236,-0.0396988016194898,-0.0134590327066202,0.00207027724910572,0.0812590027967557,0.00721842821814249,0.0191978381013416,-0.0143995127705602
"X1999.2","Foragers",-0.0232792724473342,0.823840784099144,0.146524941926244,0.00388696464533751,-0.0042401526059685,-0.012680810667102,0.00662163441117163,-0.0178200902812622,0.00523969800605273,-0.0233731682482891,-0.00549367827763443,0.00417963864544691
"X2000.2","Foragers",0.0139381068757476,0.565939560965208,0.672422090391493,0.0110629324365853,0.00460804031903985,0.0107574184962209,-0.0200143964068748,0.0102992152488052,-0.0104395135626476,0.00532620402836169,0.0140703354936909,0.00659740094208308
