"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X1999","Colony Size",0.0724541069597643,0.14385373172516,0.530649214329064,0.0554279356733719,-0.0280809144749165,-0.00361825188183521,-0.053359536962358,0.0415736301035117,0.113958525267035,0.074743064592632,-0.031879567859507,0.0428132782384243
"X2000","Colony Size",-0.000925904828999464,0.218665166505997,0.209953298491084,0.0395356900382214,-0.287086411117167,-0.00107799563109968,-0.0608053646613376,0.0336224478899619,0.0484868663336709,-0.00846743329932105,-0.0485710222313953,0.0278021031404512
"X2001","Colony Size",-0.00330372655573208,0.218533568018705,0.213165815583229,0.0410391099976565,-0.286360423425256,-0.000577668509552917,-0.0599432324311476,0.034610995648165,0.0478676489602505,-0.00942334387439266,-0.0493554913579523,0.0258412734697272
"X2002","Colony Size",0.0536243117790023,0.142060444523876,0.140790549394823,0.0244408089331942,-0.160868707484587,-0.0152342193130521,-0.0753623598704836,0.0387041497965284,-0.000705673971121182,0.0223837877465598,-0.0142510023003073,0.0248283868652003
"X2003","Colony Size",0.0536018415372609,0.142504903552279,0.141246263397704,0.0245673573380947,-0.16066693445232,-0.0152064693297813,-0.0750679283899502,0.0385430967372495,-0.000768422597863295,0.0227955870714996,-0.0145727110608696,0.02433393730484
"X1999.1","Adult Workers",0.0680884649848496,0.139625342450339,0.567067150612283,0.0689170973035684,-0.0347431543852959,-0.0158862830264777,-0.0473392252004056,0.0415386638100935,0.174389083816218,0.0712320423697972,-0.0381766969658686,0.038975646170375
"X2000.1","Adult Workers",-0.00163017810595662,0.217787318598833,0.210446656508358,0.0396626990597388,-0.286844954481056,-0.00112730907755757,-0.0610712685716117,0.0335728147721928,0.0484480818153808,-0.00858404960678671,-0.0486220980687752,0.0279011777834119
"X2001.1","Adult Workers",-0.00417133527883162,0.218068383097446,0.213743476349951,0.041008448608549,-0.286489321501955,-0.000669733548370951,-0.0593872313582279,0.0341207277926784,0.0477825482416261,-0.009383102178454,-0.0494563942941252,0.0250162830685546
"X2002.1","Adult Workers",0.0534464335098952,0.14177128744035,0.140905756641506,0.0243582634686685,-0.16113782626773,-0.0153797045240257,-0.0754454689122631,0.0385524992842211,-0.000636335940936908,0.0221346940284119,-0.0141478635542073,0.0244502916432261
"X2003.1","Adult Workers",0.0536193604662222,0.142426469187772,0.141647507615298,0.0246908338838018,-0.160693390306237,-0.0154215673996375,-0.0753018256607501,0.0383066272954361,-0.0010741701367627,0.0226138035273432,-0.0144076054854156,0.0239891482013642
"X1999.2","Foragers",0.0749204074045769,0.118784565291371,0.432687112796362,0.0325501002408135,-0.0151839211392778,0.00998596115587992,-0.0609040586945049,0.0413155729955365,0.0195063344332571,0.079566596765605,-0.0208956162179447,0.0445370349222375
"X2000.2","Foragers",0.00990588512290165,0.222525691104429,0.201989149779695,0.0405775244541166,-0.286665177024638,0.00380361397157574,-0.0655865757986305,0.0359462690114072,0.0503311515722246,-0.00347538374507933,-0.040325073195008,0.0411897789571997
"X2001.2","Foragers",-0.00226946392952825,0.221188588721191,0.211605481580408,0.0410265045325548,-0.286409902418636,0.000190295777255589,-0.0588340575119781,0.035234347265619,0.0483334121721723,-0.0104044200316685,-0.0494403814667652,0.0263257001223039
"X2002.2","Foragers",0.053669738656454,0.142274519269332,0.140819994768011,0.0244077247803765,-0.160819654818868,-0.0151879604627097,-0.075264870222432,0.0386393801793587,-0.000643192616425449,0.0225314471490225,-0.0143165662126676,0.0248836043951205
"X2003.2","Foragers",0.0537111213965423,0.142523749014703,0.141133668958872,0.0245799087683973,-0.160655799744963,-0.0151637247168165,-0.0750335094293368,0.0386775294295004,-0.000692408192185349,0.0227185436130368,-0.0146677177104597,0.0245253088168792
"X1999.3","Worker Eggs",0.0854507888578106,0.0765830770450201,0.500972845670323,0.0442925946625485,-0.0140652361986787,-0.0019625364513084,-0.0543220035943157,0.0459435742596055,0.0265283926124958,0.0849677220981324,-0.0192958484802849,0.0292167904127913
"X2000.3","Worker Eggs",-0.000157121883605977,0.2209867958598,0.199784198484035,0.0458817240837593,-0.281508669699458,0.00176946195732006,-0.0730438488103464,0.0339721696107443,0.048122413308208,0.00278294874501932,-0.0454595433322528,0.0404893955596505
"X2001.3","Worker Eggs",-0.00331604797416369,0.217929950389572,0.213301914573431,0.0406369817009173,-0.286451807270431,-0.000516394467542204,-0.059301076724716,0.0347426632314216,0.0477162986839137,-0.00968444237492801,-0.0497179894511197,0.0257874172907292
"X2002.3","Worker Eggs",0.0535116379082731,0.141903838163073,0.140884924884334,0.0244029537384376,-0.161117010841782,-0.0153314671019469,-0.0753847813093874,0.0385789066662596,-0.000672744986158974,0.0221107626922674,-0.0140757707841681,0.0246058200142005
"X2003.3","Worker Eggs",0.0536119340052459,0.142571765370933,0.141458276997502,0.024546467804065,-0.160684287998502,-0.0152627825390346,-0.0751980669148309,0.0384244298745807,-0.000819424994540478,0.0227451685573416,-0.0145539493714479,0.024242837365594
"X1999.4","Colony Pollen (g)",-0.00523307972426318,0.276540325567414,-0.281643464405246,-0.0811756729200377,-0.00402932375145638,-0.0290237081161572,0.0282241713110294,-0.0416707631837745,-0.0297165601145036,0.0166677488766668,0.0204200299244501,-0.00534113084892544
"X2000.4","Colony Pollen (g)",0.0223839460064872,0.2437629867315,0.132620315637443,0.0150963650857986,-0.184133020375824,-0.0292711450593763,-0.0411280468780518,0.0079947640892145,-0.0168208937294246,0.00329415667683924,-0.0330799384465405,0.00374543976423741
"X2001.4","Colony Pollen (g)",0.0121348688920842,0.236729356059002,0.180000398144756,0.0279880695458548,-0.226657344290382,-0.0374356607971047,-0.0590766140796565,-0.000411891152273218,0.0173453838598929,0.0147270056878781,-0.0425303019391382,0.0136802250786105
"X2002.4","Colony Pollen (g)",0.0101545517444636,0.232161646070827,0.187507204214415,0.0270108122364133,-0.234233845034839,-0.0433195088961879,-0.053013528184843,0.000190490975192773,0.0177153126648461,0.00549147962587583,-0.0497071055419655,0.00704195853908386
"X2003.4","Colony Pollen (g)",0.010276821918782,0.231952103694481,0.187614008700955,0.0269615089644614,-0.234489469653762,-0.0436131161855266,-0.0533387451923376,0.000161896755237747,0.0175380641685188,0.00551697241275181,-0.0495163390069514,0.00711412123329787
"X1999.5","Colony Nectar (g)",-0.0315072475865805,0.624384456216283,-0.247391654401832,-0.0218127769690547,-0.0105187442108602,-0.029156945896438,0.0611883214943382,-0.0384917053987821,-0.0931145058740993,-0.00925895041481516,-0.0283448538403417,-0.0155139007442705
"X2000.5","Colony Nectar (g)",0.00669966335974789,0.765401055897819,-0.186265721509918,-0.0212786018282888,-0.0590177972056315,-0.0329504086703579,-0.0468419306911188,-0.00536926573928985,0.018715437619974,0.0493597769241509,-0.068659209336928,0.0255860712247322
"X2001.5","Colony Nectar (g)",-0.00955935883462818,0.753869533588348,-0.150058732499727,-0.0120673466253978,-0.0905469767253044,-0.0293377958845996,-0.0498411832922982,-0.0023465500201333,0.0281230692278218,0.0407154258029603,-0.0748255866349889,0.0232051344202599
"X2002.5","Colony Nectar (g)",-0.0054014997470406,0.770780337318403,-0.203580480552416,-0.022487720765009,-0.0595320406083658,-0.0310690265415151,-0.0412757169021715,-0.0012493671143065,0.0205790786266097,0.0435365524918682,-0.0736042518785783,0.0215581368769412
"X2003.5","Colony Nectar (g)",-0.00599363153455526,0.768837749864385,-0.198172160291197,-0.0198666639744858,-0.0631353862452515,-0.0328379957377245,-0.0450837642555752,-0.000813135869228201,0.0183963564217422,0.0420353938785996,-0.0723373664706275,0.0192727966437506
