"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X1999","Colony Size",-0.0408077500777683,0.823847303921473,0.774073068141553,0.0089798847932518,-0.0020101397182962,NA,NA,NA,NA,NA,NA,NA
"X2000","Colony Size",0.00942754998222384,0.872756690319937,0.923803962879215,0.0435582518877719,0.0161307916451638,NA,NA,NA,NA,NA,NA,NA
"X2001","Colony Size",0.0215901603690776,0.633106900568852,0.889055180671267,0.0407618461569128,-0.030421526354597,NA,NA,NA,NA,NA,NA,NA
"X2002","Colony Size",0.0153341300280793,0.7578095430686,0.887992471598714,0.0530802707933897,-0.0233745419589334,NA,NA,NA,NA,NA,NA,NA
"X2003","Colony Size",-0.011447522700903,0.825238512843139,0.860521480467019,0.0600286297752266,-0.0210860400558294,NA,NA,NA,NA,NA,NA,NA
"X1999.1","Adult Workers",0.00305458563450475,-0.0553198953272711,0.979605329744531,0.0111167352873726,0.0290544650624348,NA,NA,NA,NA,NA,NA,NA
"X2000.1","Adult Workers",-0.0220200816675704,0.898543544281664,0.950928705443128,0.0584908354865985,0.0212408104700533,NA,NA,NA,NA,NA,NA,NA
"X2001.1","Adult Workers",0.0246536972846286,0.409035602679303,0.899088218121865,0.019383475315155,-0.0297745241953079,NA,NA,NA,NA,NA,NA,NA
"X2002.1","Adult Workers",0.0144634879589874,0.734211309323095,0.931051267762074,0.0480487229680989,-0.0166182180014534,NA,NA,NA,NA,NA,NA,NA
"X2003.1","Adult Workers",-0.00144789530342165,0.770585770693812,0.860015013871027,0.0530137590148207,-0.0259873863454069,NA,NA,NA,NA,NA,NA,NA
"X1999.2","Foragers",-0.0431357657989208,0.836654811527529,0.261881521125525,0.00720472892632503,-0.00786011268760969,NA,NA,NA,NA,NA,NA,NA
"X2000.2","Foragers",0.0315414638199019,0.788242883546847,0.835440914463481,0.0250250076685705,0.0104273757398889,NA,NA,NA,NA,NA,NA,NA
"X2001.2","Foragers",0.0135698554104193,0.750853667186996,0.822472279802859,0.060714612754785,-0.0248677345545296,NA,NA,NA,NA,NA,NA,NA
"X2002.2","Foragers",0.0155951093008916,0.762698723726754,0.713377151124818,0.0556429419731931,-0.0293222949558606,NA,NA,NA,NA,NA,NA,NA
"X2003.2","Foragers",-0.0290775181379484,0.868071998076838,0.840430335974457,0.0663707523915124,-0.00842859584813203,NA,NA,NA,NA,NA,NA,NA
"X1999.3","Worker Eggs",-0.0233149403448274,0.876313963231834,0.817149841372418,0.0124066038543521,0.0276084124136264,NA,NA,NA,NA,NA,NA,NA
"X2000.3","Worker Eggs",0.00593642705699523,0.54603447677131,0.963904807480766,0.0198658163513154,0.0182598387560158,NA,NA,NA,NA,NA,NA,NA
"X2001.3","Worker Eggs",0.0162713836565365,0.688566272344092,0.926736591159035,0.0415746138206193,-0.0215958085551873,NA,NA,NA,NA,NA,NA,NA
"X2002.3","Worker Eggs",0.0137305117545981,0.645410039881162,0.837865323595697,0.0294659357898807,-0.025874593560316,NA,NA,NA,NA,NA,NA,NA
"X2003.3","Worker Eggs",-0.0145304716787097,0.813937280887159,0.938860997419017,0.0250970195044912,0.013923750735728,NA,NA,NA,NA,NA,NA,NA
"X1999.4","Colony Pollen (g)",0.038313005469,0.956955728727727,-0.577886201269596,-0.0351399191858819,0.0398619939681167,NA,NA,NA,NA,NA,NA,NA
"X2000.4","Colony Pollen (g)",0.0608171917168723,0.56398883344046,-0.442165363081142,-0.0380051313481999,-0.0579944334862768,NA,NA,NA,NA,NA,NA,NA
"X2001.4","Colony Pollen (g)",0.0229926769692714,0.487371538271128,-0.344792432677119,-0.0464496244409233,-0.0221140977426487,NA,NA,NA,NA,NA,NA,NA
"X2002.4","Colony Pollen (g)",-0.0409636947310163,0.764809165160212,0.118362343966657,0.023777255990724,-0.0234753060901692,NA,NA,NA,NA,NA,NA,NA
"X2003.4","Colony Pollen (g)",-0.0234159893127134,0.779240851859229,0.399027201894716,0.0521431634914716,-0.00979596970529347,NA,NA,NA,NA,NA,NA,NA
"X1999.5","Colony Nectar (g)",0.0220409207016831,0.967477530942251,0.0131543471348087,-0.0244348941723448,0.0102858729492745,NA,NA,NA,NA,NA,NA,NA
"X2000.5","Colony Nectar (g)",0.0281042024820483,0.876958022245076,0.0340409097717448,-0.0259527236182883,-0.0241455060086371,NA,NA,NA,NA,NA,NA,NA
"X2001.5","Colony Nectar (g)",0.0477302364383958,0.768618807479189,-0.660547655044116,-0.0254203447642047,-0.0305940242571689,NA,NA,NA,NA,NA,NA,NA
"X2002.5","Colony Nectar (g)",-0.000342614347257294,0.8995141382424,0.674352683222234,0.0708263853715504,-0.0325332440658128,NA,NA,NA,NA,NA,NA,NA
"X2003.5","Colony Nectar (g)",-0.014116197988427,0.872052221038118,0.709472638332658,0.0745495537788272,-0.0223076296885776,NA,NA,NA,NA,NA,NA,NA
