"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X1999","Colony Size",-0.0187299220284433,0.666769455342548,0.561558719005835,0.0041207274200302,-0.000922296073417142,-0.0126863186569127,0.00599292044957019,-0.0176294938639283,0.00266846247632653,-0.0144594478253694,-0.00139663788737825,0.00740367842129267
"X2000","Colony Size",0.00292213268249913,0.554310705148374,0.748973706186651,0.0135213116355024,0.00500271552820636,0.00357892898940467,-0.00949678673254368,0.00534916152544361,-0.00646460500509341,0.00526564253319968,0.0145710661605911,0.00698996224745895
"X2001","Colony Size",0.00911905971840007,0.34548513455273,0.821291621347268,0.0172370163444973,-0.0128583971062981,-0.0402074952162302,0.0201719530222837,-0.0248295157238266,0.0343306086821989,0.00445977251155763,0.0261394792622886,0.0086665601026857
"X2002","Colony Size",0.00611618929921861,0.463343215954088,0.771272457178529,0.0212114679169732,-0.00932919832618911,-0.000800725941861731,0.00939676046466489,-0.0192983562395554,0.0295529948444342,0.0030586119091301,0.0313501562557647,0.00766970180099406
"X2003","Colony Size",-0.0045898808889224,0.585996069102698,0.678271726104951,0.0241244803397328,-0.00845989300114593,-0.0213393055415574,0.00814522337943967,-0.0131570962033978,0.023971483840331,0.00373411687678716,0.0303370366134257,0.00792481505295252
"X1999.1","Adult Workers",0.000612960253487325,-0.0111214479703774,0.979790071356155,0.00223221636707806,0.00583560760075478,-0.00510726087901382,0.00126102371609558,-0.00696441401041818,-0.003656703426955,0.0101619186160769,0.00668521508766003,0.00891757322151029
"X2000.1","Adult Workers",-0.00564675851059752,0.52504971334581,0.789114523136431,0.0150300759254076,0.00544949023973535,-0.00198914753131575,-0.00104846724329112,0.00131761954241066,-0.00347477727185552,0.00507671808545278,0.0143235669290868,0.00726337939943181
"X2001.1","Adult Workers",0.010442081662903,0.189858008298594,0.870930230240337,0.00821373058615595,-0.0126189219362321,-0.0763015095254995,0.0259926185431764,-0.0181872791245849,0.0596217707650454,0.00928813128691484,0.0240394377237722,0.00790200598226079
"X2002.1","Adult Workers",0.00483732761636827,0.361763957426249,0.854578863529238,0.0160962603944625,-0.00556087702556854,0.00280413619346461,0.00390400448456141,-0.0150915760721453,0.0168517158712516,0.00606043704751754,0.0253941893042265,0.00813068425997321
"X2003.1","Adult Workers",-0.000617655985399377,0.515938353515913,0.720058334339772,0.0226601606957178,-0.011095073173265,-0.0202613954380373,0.00898984578441654,-0.0174159243951688,0.0229164131751153,0.00603104690904326,0.0320525852152651,0.00835824423624972
"X1999.2","Foragers",-0.0232792724473342,0.823840784099144,0.146524941926244,0.00388696464533751,-0.0042401526059685,-0.012680810667102,0.00662163441117163,-0.0178200902812622,0.00523969800605273,-0.0233731682482891,-0.00549367827763443,0.00417963864544691
"X2000.2","Foragers",0.0139381068757476,0.565939560965208,0.672422090391493,0.0110629324365853,0.00460804031903985,0.0107574184962209,-0.0200143964068748,0.0102992152488052,-0.0104395135626476,0.00532620402836169,0.0140703354936909,0.00659740094208308
