"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","InitColNectar","InitColPollen","RQQueenStrength","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliarenable","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.22004074510187,2.77673662174493,81.3382483785972,39.7317032329738,7.61245066393167,"Exponential",4489.89276080392,576.31002033595,2.06422178074718,"true","true",4.0405036136508,0.624169749773107,3.0375519846566,48.5979709127955,8.61904047429562,86.9375753757721,59291.4793370707,58257.513061187,2.78959317260887,6.93936961754365,2.78959317260887,2.39864100795239,21.9785407185555,2.67817314947024,56.2111877370626,3.87029384588823,30.8534674462862,7.98317965287715,57.3352577723563,3.11077882025857,184.306736825965,1.20641333120875,76.1111360788345,24.2375129712746,38.9894779454917,8.79980522021651,76.6271902341396,"true","07/01/1989","07/01/1989","07/14/1989",1.92891885642894,0.00131664068461396,4.23404726339504,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.00148181058466,1.68227172736079,60.5145499575883,69.3090924760327,5.7340337280184,"Logarithmic",5698.96642484237,4665.52426603157,2.60503002908081,"true","true",6.4625808428973,0.067048452420393,1.14946569083259,70.645523811169,4.48817007616162,19.8923433507003,45207.3866346038,45280.1196194415,22.03532829592,0.564602615220239,22.03532829592,0.594464469701052,57.4113155249506,3.18353259237483,2.82818492269143,0.317505669314414,44.4474885589443,5.11835729591548,46.7320909537375,2.96828627672512,67.9202671349049,2.73429406969808,55.7549409382045,27.7033579642884,30.2817556550726,15.8635364472866,76.2438537715934,"true","07/01/1989","07/01/1989","07/14/1989",1.30756533984095,0.0118203549173195,3.54367671837099,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.75340613909066,3.98848588205874,48.6347387544811,98.6860278295353,11.0334061020985,"Tangent",4637.11218435783,4233.37055130396,3.86859300266951,"true","true",2.46764766424894,0.0223495815307833,4.23044028738514,98.1695694423234,8.29473945125937,12.7269737155691,23737.7256281676,53134.3264704291,33.3882037004456,0.41034430676885,33.3882037004456,1.2857090709731,93.9135235035792,3.58152038650587,140.658931760117,4.73592441156507,119.689099886455,3.55837594559416,34.3953182548285,8.88839504236821,78.7265083100647,0.16122627351433,64.2510712705553,5.46440594224259,33.6303189406171,8.82184098381549,37.8737052460201,"true","07/01/1989","07/01/1989","07/14/1989",1.10758236516267,0.017058265613392,5.88215621188283,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.86745619680732,2.76242531836033,30.5052279261872,73.3967813663185,10.6595589043573,"Logarithmic",4238.88043584302,2712.16286923736,2.53837120719254,"true","true",7.74208508431911,0.915579490892589,7.24913789029233,75.1913710574515,7.71081272140145,5.58601289298851,61399.9120375638,70721.6213246258,28.8408928494668,5.9694030092461,28.8408928494668,2.44948922283947,23.6091892933473,3.8586680595763,9.61729106493294,5.05815608007833,69.3867102032527,4.65474697835743,37.8371084108949,6.50373750464059,191.570114623755,2.22532965475693,77.3684258572757,8.30468353861943,32.0912463013083,7.04770199209452,78.2593879848719,"true","07/01/1989","07/01/1989","07/14/1989",1.92613811581396,0.00853242748999037,3.13276620325632,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.16619822569191,1.99434489291161,39.6516636013985,14.3934699008241,11.3425353039056,"Sine",5210.58438604232,7838.76425109338,3.8148431610316,"true","true",5.29234635829926,0.595537644224707,2.62882597791031,28.1271922272765,6.88923500664532,67.9724721437327,7668.85146869586,99593.5480941904,3.94353713563178,9.36441769074276,3.94353713563178,2.23858953267336,91.0327113699168,5.89937549689785,45.4180309083313,2.41305200010538,99.5513253612444,4.85049578808248,22.1163544431329,9.01325612962246,151.99274212122,2.70792459603399,77.2298033721745,25.9359041387215,10.7048420989886,9.40813815407455,63.2548887981102,"true","07/01/1989","07/01/1989","07/14/1989",1.17910864390433,0.00130238833767362,1.28512020758353,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.92497115768492,3.35695306956768,24.04526444152,48.8974010804668,12.7562000723556,"Cosine",7320.12415602803,7650.93591748737,1.3954664375633,"true","true",5.35273991338909,0.833090716856532,8.6419571058359,15.1409691441967,6.13882442750037,41.8674566314309,86369.9950636465,65104.3625248608,5.36033240542747,7.91889072373044,5.36033240542747,1.55409926641732,13.0093751940876,0.451584531459957,5.9828087920323,3.60674306284636,27.811507426668,6.69117187503725,90.4723765514791,8.34986452327576,129.674232746474,0.386673177592456,25.8884710818529,14.3106053057127,5.93852947093546,7.14781930763274,61.9826697581448,"true","07/01/1989","07/01/1989","07/14/1989",1.48219560319558,0.0172414887596387,9.52273875428364,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.76395552232862,4.71590848825872,32.6848770258948,82.599126920104,7.64071387145668,"Polynomial",6688.75508238561,7409.81970634311,2.22833968140185,"true","true",8.11295345053077,0.849647806063294,7.44429383822717,88.4444232595165,4.44065476953983,17.2621828498607,67268.3623754728,24438.9084998104,24.9097234867746,2.27620440691593,24.9097234867746,3.43008331768215,62.9245661897585,0.0138684581033885,60.6728323269635,4.8872334798798,117.076903826091,7.79254572493955,89.1624278388917,4.94546892764047,70.8946700906381,1.18422302417457,94.9317956343293,12.3441160237417,24.6507773427293,7.76103388145566,46.4020117162727,"true","07/01/1989","07/01/1989","07/14/1989",1.47723285015672,0.0195107848101761,1.22872000304051,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.21776126045734,3.65369300171733,28.2708913320675,39.9331548251212,8.15528367925435,"Exponential",811.101730260998,1923.03541772999,4.81199274025857,"true","true",1.40844515897334,0.683501248596935,6.96762836561538,74.9109072794912,1.71742510795593,82.8569646447722,14590.1607776178,34403.4052641282,11.4619233979611,1.92604611478676,11.4619233979611,0.845695764757693,84.2415571445599,3.67790394416079,120.019178255461,2.04597992403433,63.9012578409165,3.70819723308086,24.9427735432982,7.52182268889155,49.9602906219661,1.52697158977389,68.0095147155225,7.34592434344813,47.1646131221205,15.1117412224412,33.223807872273,"true","07/01/1989","07/01/1989","07/14/1989",1.51828103046864,0.0106967008269858,1.84117470216006,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.55651713721454,1.12546410318464,29.7855471959338,57.9730527242646,5.62274594791234,"Exponential",7696.11017021816,7178.50570590235,3.4695438304916,"true","true",8.98659708350897,0.0582874001683667,2.5691979129333,18.8716854130439,5.90798346139491,1.49507152307103,11448.2038497717,17512.1127076473,29.2128810007125,8.65254353406467,29.2128810007125,0.464618476107717,64.4413213944063,4.32849948294461,94.0638826810755,5.89996710140258,38.8240621774457,6.33624284509569,60.9134904667735,3.85656937996391,127.060656095855,2.39973209635355,94.0974544174969,22.3551245047711,18.4077722569928,4.78305082209408,80.5630090739578,"true","07/01/1989","07/01/1989","07/14/1989",1.25432233419269,0.0119803023510613,3.74652324896306,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.95733643695712,3.39228689670563,31.4175658859313,52.2540262201801,8.62786226160824,"Sine",4847.33544110786,3181.64209842216,2.84096537530422,"true","true",1.57394126430154,0.656187111803796,9.24585497146472,90.8552835384638,8.71947427093983,22.5903831308186,30049.1257439541,43757.5849745162,21.6555268893251,8.44252908499073,21.6555268893251,0.16962736658752,15.4247141676024,4.88440343085676,142.307973105926,1.95659627672285,83.8255465496331,2.22233122847974,44.0691050514579,2.88659700264689,199.736153404228,2.570645917207,91.7609417997301,10.015742613934,35.0794118065387,7.82953683752567,50.7553252088837,"true","07/01/1989","07/01/1989","07/14/1989",1.85292194760405,0.011622099396307,5.58769494527951,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
